년도	월	약효분류코드	약효분류명	수량	사용금액
2018	5	616	주로 곰팡이,원충에 작용하는 것	18	2,115
2018	5	617	주로 악성종양에 작용하는 것	30	1,014
2018	5	618	주로 그람양성,음성균에 작용하는 것	198,939	80,455
2018	5	619	기타의 항생물질 제제(복합항생물질제제를 포함)	25,807	9,836
2018	5	621	설화제	3,820	573
2018	5	622	항결핵제	3,847	956
2018	5	623	치나제	16	0
2018	5	629	기타의 화학요법제	32,555	71,438
2018	5	631	백신류	0	13
2018	5	632	독소류 및 톡소이드류	3	139
2018	5	633	항독소 및 렙토스피라혈청류	0	94
2018	5	634	혈액제제류	5,617	20,011
2018	5	635	생물학적 시험용제제류	0	9
2018	5	636	생물학적 제제	0	26
2018	5	639	기타의 생물학적 제제	8	3,586
2018	5	641	항원충제	8,440	1,630
2018	5	642	구충제	12	7
2018	5	712	연고기제	0	0
2018	5	713	용해제	827	212
2018	5	721	X선조영제	3,552	32,542
2018	5	722	일반검사용 시약	12	79
2018	5	728	기능검사용 시약	12	150
2018	5	729	기타의 진단용약	145	84
2018	5	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	4
2018	5	811	아편알카로이드계 제제	4,716	1,796
2018	5	821	합성마약	5,221	9,753
2018	5	999	해당사항없음	79	21
2018	6	111	전신마취제	1,077	2,881
2018	6	112	최면진정제	18,446	2,684
2018	6	113	항전간제	59,939	16,273
2018	6	114	해열·진통·소염제	382,690	63,400
2018	6	115	각성제,흥분제	2,012	1,654
2018	6	116	진훈제	2,452	88
2018	6	117	정신신경용제	190,122	37,770
2018	6	119	기타의 중추신경용약	119,927	71,775
2018	6	121	국소마취제	3,508	1,957
2018	6	122	골격근이완제	50,365	6,873
2018	6	123	자율신경제	17,348	2,416
2018	6	124	진경제	29,571	3,762
2018	6	129	기타의 말초신경용약	0	0
2018	6	131	안과용제	64,171	47,535
2018	6	132	이비과용제	982	3,681
2018	6	141	항히스타민제	181,133	10,969
2018	6	142	자격요법제(비특이성면역원제제를 포함)	12,205	29,610
2018	6	149	기타의 알레르기용약	37,430	15,034
2018	6	211	강심제	11,887	1,197
2018	6	212	부정맥용제	21,252	2,211
2018	6	213	이뇨제	27,403	1,438
2018	6	214	혈압강하제	262,629	140,027
2018	6	215	혈관보강제	4,387	873
2018	6	216	혈관수축제	645	81
2018	6	217	혈관확장제	56,543	10,132
2018	6	218	동맥경화용제	209,212	143,986
2018	6	219	기타의 순환계용약	175,555	50,861
2018	6	220	호흡기관용약	65	2,248
2018	6	221	호흡촉진제	87	235
2018	6	222	진해거담제	339,885	29,343
2018	6	223	함소흡입제	427,060	3,366
2018	6	229	기타의 호흡기관용약	36,422	7,918
2018	6	231	치과구강용약	778	790
2018	6	232	소화성궤양용제	335,421	88,156
2018	6	233	건위소화제	89	2
2018	6	234	제산제	82,349	3,275
2018	6	235	최토제,진토제	10,290	4,862
2018	6	236	이담제	12,708	2,577
2018	6	237	정장제	34,379	3,730
2018	6	238	하제,완장제	2,070	361
2018	6	239	기타의 소화기관용약	207,107	23,657
2018	6	241	뇌하수체호르몬제	2,322	5,423
2018	6	243	갑상선,부갑상선호르몬제	35,577	2,517
2018	6	244	단백동화스테로이드제	13	7
2018	6	245	부신호르몬제	47,520	4,581
2018	6	246	남성호르몬제	180	83
2018	6	247	난포호르몬 및 황체호르몬제	9,042	4,449
2018	6	249	기타의 호르몬제(항호르몬제를 포함)	708	14,360
2018	6	252	자궁수축제	188	83
2018	6	255	비뇨생식기관용제(성병예방제 포함)	3,884	1,404
2018	6	256	치질용제	32	90
2018	6	259	기타의 비뇨생식기관 및 항문용약	61,635	37,472
2018	6	261	외피용살균소독제	1	2
2018	6	262	창상보호제	0	0
2018	6	263	화농성질환용제	42	146
2018	6	264	진통·진양·수렴·소염제	2,973	8,913
2018	6	265	기생성 피부질환용제	805	3,827
2018	6	266	피부연화제(부식제를 포함)	59	224
2018	6	267	모발용제(발모,탈모,염모,양모제)	0	0
2018	6	269	기타의 외피용약	980	3,566
2018	6	311	비타민 A 및 D제	6,059	2,878
2018	6	312	비타민 B₁제	4,878	190
2018	6	313	비타민 B제(비타민 B₁을 제외)	10,760	315
2018	6	314	비타민 C 및 P제	219	54
2018	6	315	비타민 E 및 K제	75	17
2018	6	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,156	493
2018	6	321	칼슘제	30,832	2,380
2018	6	322	무기질제제	12,818	1,885
2018	6	323	당류제	1,658	2,102
2018	6	325	단백아미노산제제	2,302	13,222
2018	6	326	장기제제	100	84
2018	6	329	기타의 자양강장변질제	40	564
2018	6	331	혈액대용제	11,047	11,192
2018	6	332	지혈제	1,201	2,897
2018	6	333	혈액응고저지제	10,226	12,872
2018	6	339	기타의 혈액 및 체액용약	55,703	40,260
2018	6	341	인공신장관류용제	21,314	11,547
2018	6	349	기타의 인공관류용제	808	8,918
2018	6	391	간장질환용제	48,600	22,522
2018	6	392	해독제	4,613	5,150
2018	6	394	통풍치료제	12,841	1,799
2018	6	395	효소제제	71,531	13,043
2018	6	396	당뇨병용제	206,078	80,297
2018	6	398	종합대사성제제	0	0
2018	6	399	따로 분류되지 않는 대사성 의약품	52,711	47,487
2018	6	421	항악성종양제	9,396	122,470
2018	6	429	기타의 종양치료제	248	861
2018	6	431	방사성 의약품	962	6,826
2018	6	439	기타의 조직세포의 치료 및 진단	60	22,170
2018	6	490	기타의 조직세포의 기능용의약품	1,049	940
2018	6	611	주로 그람양성균에 작용하는 것	636	3,441
2018	6	612	주로 그람음성균에 작용하는 것	751	1,870
2018	6	613	주로 항산성균에 작용하는 것	1,086	258
2018	6	614	주로 그람양성균,리케치아,비루스에 작용하는 것	5,579	3,043
2018	6	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,540	682
2018	6	616	주로 곰팡이,원충에 작용하는 것	19	2,289
2018	6	617	주로 악성종양에 작용하는 것	27	918
2018	6	618	주로 그람양성,음성균에 작용하는 것	166,171	71,754
2018	6	619	기타의 항생물질 제제(복합항생물질제제를 포함)	18,188	7,601
2018	6	621	설화제	3,553	536
2018	6	622	항결핵제	3,557	828
2018	6	623	치나제	13	0
2018	6	629	기타의 화학요법제	35,770	67,878
2018	6	631	백신류	0	16
2018	6	632	독소류 및 톡소이드류	2	140
2018	6	633	항독소 및 렙토스피라혈청류	0	100
2018	6	634	혈액제제류	5,760	18,948
2018	6	635	생물학적 시험용제제류	1	11
2018	6	636	생물학적 제제	0	26
2018	6	639	기타의 생물학적 제제	7	3,265
2018	6	641	항원충제	8,221	1,581
2018	6	642	구충제	10	6
2018	6	712	연고기제	0	0
2018	6	713	용해제	754	192
2018	6	721	X선조영제	3,396	31,360
2018	6	722	일반검사용 시약	11	72
2018	6	728	기능검사용 시약	12	148
2018	6	729	기타의 진단용약	141	86
2018	6	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	5
2018	6	811	아편알카로이드계 제제	4,256	1,668
2018	6	821	합성마약	4,874	9,158
2018	6	999	해당사항없음	81	15
2018	7	111	전신마취제	1,138	3,317
2018	7	112	최면진정제	19,226	2,797
2018	7	113	항전간제	64,509	17,651
2018	7	114	해열·진통·소염제	392,186	64,827
2018	7	115	각성제,흥분제	2,097	1,732
2018	7	116	진훈제	2,623	95
2018	7	117	정신신경용제	201,905	40,492
2018	7	119	기타의 중추신경용약	128,071	76,995
2018	7	121	국소마취제	3,792	2,118
2018	7	122	골격근이완제	51,959	7,190
2018	7	123	자율신경제	18,407	2,592
2018	7	124	진경제	32,352	4,059
2018	7	129	기타의 말초신경용약	0	0
2018	7	131	안과용제	67,319	51,764
2018	7	132	이비과용제	993	3,458
2018	7	141	항히스타민제	170,600	10,526
2018	7	142	자격요법제(비특이성면역원제제를 포함)	12,830	31,443
2018	7	149	기타의 알레르기용약	36,258	14,212
2018	7	211	강심제	12,261	1,263
2018	7	212	부정맥용제	22,564	2,374
2018	7	213	이뇨제	28,724	1,523
2018	7	214	혈압강하제	279,319	149,204
2018	7	215	혈관보강제	4,741	946
2018	7	216	혈관수축제	715	90
2018	7	217	혈관확장제	60,857	10,848
2018	7	218	동맥경화용제	223,312	154,060
2018	7	219	기타의 순환계용약	186,228	54,374
2018	7	220	호흡기관용약	65	2,235
2018	7	221	호흡촉진제	87	232
2018	7	222	진해거담제	280,336	24,303
2018	7	223	함소흡입제	447,752	3,463
2018	7	229	기타의 호흡기관용약	31,084	7,838
2018	7	231	치과구강용약	776	739
2018	7	232	소화성궤양용제	342,102	90,903
2018	7	233	건위소화제	103	3
2018	7	234	제산제	84,909	3,347
2018	7	235	최토제,진토제	10,858	5,583
2018	7	236	이담제	13,755	2,794
2018	7	237	정장제	38,949	4,078
2018	7	238	하제,완장제	2,171	378
2018	7	239	기타의 소화기관용약	219,731	24,850
2018	7	241	뇌하수체호르몬제	2,396	5,893
2018	7	243	갑상선,부갑상선호르몬제	38,169	2,870
2018	7	244	단백동화스테로이드제	14	7
2018	7	245	부신호르몬제	48,577	4,667
2018	7	246	남성호르몬제	221	102
2018	7	247	난포호르몬 및 황체호르몬제	9,361	4,687
2018	7	249	기타의 호르몬제(항호르몬제를 포함)	723	14,839
2018	7	252	자궁수축제	181	92
2018	7	255	비뇨생식기관용제(성병예방제 포함)	4,082	1,474
2018	7	256	치질용제	33	90
2018	7	259	기타의 비뇨생식기관 및 항문용약	64,840	39,113
2018	7	261	외피용살균소독제	0	1
2018	7	262	창상보호제	0	0
2018	7	263	화농성질환용제	47	204
2018	7	264	진통·진양·수렴·소염제	3,290	10,409
2018	7	265	기생성 피부질환용제	985	4,726
2018	7	266	피부연화제(부식제를 포함)	73	292
2018	7	267	모발용제(발모,탈모,염모,양모제)	0	0
2018	7	269	기타의 외피용약	1,134	4,267
2018	7	311	비타민 A 및 D제	6,607	3,060
2018	7	312	비타민 B₁제	5,204	206
2018	7	313	비타민 B제(비타민 B₁을 제외)	11,526	337
2018	7	314	비타민 C 및 P제	239	60
2018	7	315	비타민 E 및 K제	79	18
2018	7	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,239	533
2018	7	321	칼슘제	32,750	2,535
2018	7	322	무기질제제	13,682	1,964
2018	7	323	당류제	1,773	2,251
2018	7	325	단백아미노산제제	2,540	14,449
2018	7	326	장기제제	109	91
2018	7	329	기타의 자양강장변질제	46	636
2018	7	331	혈액대용제	12,152	12,422
2018	7	332	지혈제	1,270	3,151
2018	7	333	혈액응고저지제	11,123	14,598
2018	7	339	기타의 혈액 및 체액용약	58,427	42,527
2018	7	341	인공신장관류용제	21,430	11,686
2018	7	349	기타의 인공관류용제	873	9,670
2018	7	391	간장질환용제	51,363	23,474
2018	7	392	해독제	4,909	5,570
2018	7	394	통풍치료제	13,671	1,924
2018	7	395	효소제제	71,377	13,336
2018	7	396	당뇨병용제	217,704	84,973
2018	7	398	종합대사성제제	0	0
2018	7	399	따로 분류되지 않는 대사성 의약품	55,392	48,042
2018	7	421	항악성종양제	10,398	133,496
2018	7	429	기타의 종양치료제	259	913
2018	7	431	방사성 의약품	1,116	7,884
2018	7	439	기타의 조직세포의 치료 및 진단	67	24,393
2018	7	490	기타의 조직세포의 기능용의약품	1,158	1,035
2018	7	611	주로 그람양성균에 작용하는 것	640	3,742
2018	7	612	주로 그람음성균에 작용하는 것	801	2,001
2018	7	613	주로 항산성균에 작용하는 것	1,168	277
2018	7	614	주로 그람양성균,리케치아,비루스에 작용하는 것	4,847	2,674
2018	7	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,872	734
2018	7	616	주로 곰팡이,원충에 작용하는 것	18	2,194
2018	7	617	주로 악성종양에 작용하는 것	30	999
2018	7	618	주로 그람양성,음성균에 작용하는 것	160,893	72,845
2018	7	619	기타의 항생물질 제제(복합항생물질제제를 포함)	15,755	6,543
2018	7	621	설화제	3,818	586
2018	7	622	항결핵제	3,746	985
2018	7	623	치나제	14	0
2018	7	629	기타의 화학요법제	44,635	73,549
2018	7	631	백신류	0	19
2018	7	632	독소류 및 톡소이드류	1	155
2018	7	633	항독소 및 렙토스피라혈청류	1	169
2018	7	634	혈액제제류	5,918	20,279
2018	7	635	생물학적 시험용제제류	1	11
2018	7	636	생물학적 제제	0	34
2018	7	639	기타의 생물학적 제제	7	3,509
2018	7	641	항원충제	8,756	1,714
2018	7	642	구충제	11	7
2018	7	712	연고기제	0	0
2018	7	713	용해제	778	203
2018	7	721	X선조영제	3,505	34,466
2018	7	722	일반검사용 시약	13	82
2018	7	728	기능검사용 시약	13	168
2018	7	729	기타의 진단용약	134	82
2018	7	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	6
2018	7	811	아편알카로이드계 제제	4,355	1,892
2018	7	821	합성마약	5,282	9,969
2018	7	999	해당사항없음	89	18
2018	8	111	전신마취제	869	3,177
2018	8	112	최면진정제	19,073	2,782
2018	8	113	항전간제	64,001	17,446
2018	8	114	해열·진통·소염제	375,391	64,362
2018	8	115	각성제,흥분제	2,134	1,772
2018	8	116	진훈제	2,512	91
2018	8	117	정신신경용제	199,610	40,693
2018	8	119	기타의 중추신경용약	127,991	76,674
2018	8	121	국소마취제	3,731	2,067
2018	8	122	골격근이완제	52,219	7,188
2018	8	123	자율신경제	18,816	2,650
2018	8	124	진경제	34,087	4,264
2018	8	129	기타의 말초신경용약	0	0
2018	8	131	안과용제	69,629	50,995
2018	8	132	이비과용제	1,045	3,650
2018	8	141	항히스타민제	150,686	10,032
2018	8	142	자격요법제(비특이성면역원제제를 포함)	13,180	32,188
2018	8	149	기타의 알레르기용약	34,707	13,630
2018	8	211	강심제	11,863	1,234
2018	8	212	부정맥용제	22,278	2,330
2018	8	213	이뇨제	28,179	1,502
2018	8	214	혈압강하제	273,636	145,843
2018	8	215	혈관보강제	4,876	973
2018	8	216	혈관수축제	710	88
2018	8	217	혈관확장제	58,477	10,415
2018	8	218	동맥경화용제	219,440	151,269
2018	8	219	기타의 순환계용약	183,789	53,672
2018	8	220	호흡기관용약	65	2,224
2018	8	221	호흡촉진제	84	227
2018	8	222	진해거담제	251,413	22,484
2018	8	223	함소흡입제	441,464	3,398
2018	8	229	기타의 호흡기관용약	28,358	7,594
2018	8	231	치과구강용약	747	729
2018	8	232	소화성궤양용제	341,014	90,868
2018	8	233	건위소화제	104	3
2018	8	234	제산제	84,370	3,314
2018	8	235	최토제,진토제	10,816	5,426
2018	8	236	이담제	13,443	2,737
2018	8	237	정장제	41,080	4,180
2018	8	238	하제,완장제	2,187	377
2018	8	239	기타의 소화기관용약	220,250	24,980
2018	8	241	뇌하수체호르몬제	2,420	6,060
2018	8	243	갑상선,부갑상선호르몬제	37,580	2,865
2018	8	244	단백동화스테로이드제	16	8
2018	8	245	부신호르몬제	46,913	4,561
2018	8	246	남성호르몬제	225	103
2018	8	247	난포호르몬 및 황체호르몬제	9,398	4,709
2018	8	249	기타의 호르몬제(항호르몬제를 포함)	718	14,676
2018	8	252	자궁수축제	160	90
2018	8	255	비뇨생식기관용제(성병예방제 포함)	4,072	1,459
2018	8	256	치질용제	34	93
2018	8	259	기타의 비뇨생식기관 및 항문용약	64,991	39,067
2018	8	261	외피용살균소독제	0	2
2018	8	262	창상보호제	0	0
2018	8	263	화농성질환용제	47	164
2018	8	264	진통·진양·수렴·소염제	3,017	9,321
2018	8	265	기생성 피부질환용제	891	4,245
2018	8	266	피부연화제(부식제를 포함)	65	267
2018	8	267	모발용제(발모,탈모,염모,양모제)	0	0
2018	8	269	기타의 외피용약	1,167	3,923
2018	8	311	비타민 A 및 D제	6,701	3,099
2018	8	312	비타민 B₁제	5,180	203
2018	8	313	비타민 B제(비타민 B₁을 제외)	11,634	341
2018	8	314	비타민 C 및 P제	234	59
2018	8	315	비타민 E 및 K제	78	18
2018	8	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,278	550
2018	8	321	칼슘제	32,663	2,528
2018	8	322	무기질제제	13,787	1,918
2018	8	323	당류제	1,729	2,193
2018	8	325	단백아미노산제제	2,633	14,591
2018	8	326	장기제제	107	89
2018	8	329	기타의 자양강장변질제	45	630
2018	8	331	혈액대용제	12,193	12,477
2018	8	332	지혈제	1,275	3,315
2018	8	333	혈액응고저지제	10,849	14,103
2018	8	339	기타의 혈액 및 체액용약	57,454	42,008
2018	8	341	인공신장관류용제	22,738	12,159
2018	8	349	기타의 인공관류용제	878	9,734
2018	8	391	간장질환용제	51,117	23,113
2018	8	392	해독제	5,103	5,612
2018	8	394	통풍치료제	13,640	1,937
2018	8	395	효소제제	69,642	13,394
2018	8	396	당뇨병용제	214,827	84,161
2018	8	398	종합대사성제제	0	0
2018	8	399	따로 분류되지 않는 대사성 의약품	56,243	46,888
2018	8	421	항악성종양제	10,467	137,949
2018	8	429	기타의 종양치료제	251	897
2018	8	431	방사성 의약품	1,063	7,498
2018	8	439	기타의 조직세포의 치료 및 진단	67	24,577
2018	8	490	기타의 조직세포의 기능용의약품	1,116	998
2018	8	611	주로 그람양성균에 작용하는 것	627	3,646
2018	8	612	주로 그람음성균에 작용하는 것	801	1,961
2018	8	613	주로 항산성균에 작용하는 것	1,208	283
2018	8	614	주로 그람양성균,리케치아,비루스에 작용하는 것	4,733	2,611
2018	8	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,963	750
2018	8	616	주로 곰팡이,원충에 작용하는 것	16	1,914
2018	8	617	주로 악성종양에 작용하는 것	30	1,007
2018	8	618	주로 그람양성,음성균에 작용하는 것	149,171	70,267
2018	8	619	기타의 항생물질 제제(복합항생물질제제를 포함)	15,217	6,305
2018	8	621	설화제	3,930	588
2018	8	622	항결핵제	3,876	1,042
2018	8	623	치나제	13	0
2018	8	629	기타의 화학요법제	37,702	72,387
2018	8	631	백신류	0	13
2018	8	632	독소류 및 톡소이드류	1	146
2018	8	633	항독소 및 렙토스피라혈청류	1	139
2018	8	634	혈액제제류	6,261	20,572
2018	8	635	생물학적 시험용제제류	1	9
2018	8	636	생물학적 제제	0	21
2018	8	639	기타의 생물학적 제제	7	3,733
2018	8	641	항원충제	8,808	1,695
2018	8	642	구충제	9	6
2018	8	712	연고기제	0	0
2018	8	713	용해제	767	199
2018	8	721	X선조영제	3,479	33,747
2018	8	722	일반검사용 시약	12	78
2018	8	728	기능검사용 시약	14	185
2018	8	729	기타의 진단용약	139	84
2018	8	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	5
2018	8	811	아편알카로이드계 제제	4,265	1,788
2018	8	821	합성마약	5,371	10,067
2018	8	999	해당사항없음	107	198
2018	9	111	전신마취제	707	2,697
2018	9	112	최면진정제	18,007	2,612
2018	9	113	항전간제	57,799	15,602
2018	9	114	해열·진통·소염제	382,523	60,560
2018	9	115	각성제,흥분제	2,035	1,696
2018	9	116	진훈제	2,374	86
2018	9	117	정신신경용제	184,951	37,310
2018	9	119	기타의 중추신경용약	118,784	71,321
2018	9	121	국소마취제	3,093	1,732
2018	9	122	골격근이완제	48,198	6,551
2018	9	123	자율신경제	17,556	2,440
2018	9	124	진경제	31,543	3,972
2018	9	129	기타의 말초신경용약	0	0
2018	9	131	안과용제	64,259	45,677
2018	9	132	이비과용제	1,209	6,417
2018	9	141	항히스타민제	234,711	13,555
2018	9	142	자격요법제(비특이성면역원제제를 포함)	11,457	27,680
2018	9	149	기타의 알레르기용약	42,579	17,904
2018	9	211	강심제	11,080	1,116
2018	9	212	부정맥용제	20,564	2,156
2018	9	213	이뇨제	25,377	1,351
2018	9	214	혈압강하제	247,859	131,410
2018	9	215	혈관보강제	4,394	880
2018	9	216	혈관수축제	653	81
2018	9	217	혈관확장제	53,233	9,426
2018	9	218	동맥경화용제	200,932	138,524
2018	9	219	기타의 순환계용약	166,893	49,009
2018	9	220	호흡기관용약	61	2,080
2018	9	221	호흡촉진제	82	223
2018	9	222	진해거담제	371,756	29,339
2018	9	223	함소흡입제	418,086	3,165
2018	9	229	기타의 호흡기관용약	46,590	7,708
2018	9	231	치과구강용약	688	692
2018	9	232	소화성궤양용제	329,208	86,272
2018	9	233	건위소화제	97	3
2018	9	234	제산제	80,483	3,191
2018	9	235	최토제,진토제	9,978	4,698
2018	9	236	이담제	12,137	2,472
2018	9	237	정장제	38,656	4,132
2018	9	238	하제,완장제	1,975	341
2018	9	239	기타의 소화기관용약	206,794	23,424
2018	9	241	뇌하수체호르몬제	2,197	5,224
2018	9	243	갑상선,부갑상선호르몬제	32,944	2,482
2018	9	244	단백동화스테로이드제	13	7
2018	9	245	부신호르몬제	49,584	4,604
2018	9	246	남성호르몬제	186	85
2018	9	247	난포호르몬 및 황체호르몬제	8,464	4,161
2018	9	249	기타의 호르몬제(항호르몬제를 포함)	647	12,933
2018	9	252	자궁수축제	139	85
2018	9	255	비뇨생식기관용제(성병예방제 포함)	3,688	1,324
2018	9	256	치질용제	31	86
2018	9	259	기타의 비뇨생식기관 및 항문용약	59,982	36,032
2018	9	261	외피용살균소독제	0	2
2018	9	262	창상보호제	0	0
2018	9	263	화농성질환용제	36	125
2018	9	264	진통·진양·수렴·소염제	2,582	7,509
2018	9	265	기생성 피부질환용제	676	3,169
2018	9	266	피부연화제(부식제를 포함)	54	213
2018	9	267	모발용제(발모,탈모,염모,양모제)	0	0
2018	9	269	기타의 외피용약	939	3,340
2018	9	311	비타민 A 및 D제	5,976	2,775
2018	9	312	비타민 B₁제	4,735	183
2018	9	313	비타민 B제(비타민 B₁을 제외)	10,449	308
2018	9	314	비타민 C 및 P제	205	50
2018	9	315	비타민 E 및 K제	73	17
2018	9	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,072	487
2018	9	321	칼슘제	29,344	2,272
2018	9	322	무기질제제	12,352	1,792
2018	9	323	당류제	1,568	1,985
2018	9	325	단백아미노산제제	2,475	13,521
2018	9	326	장기제제	96	81
2018	9	329	기타의 자양강장변질제	40	549
2018	9	331	혈액대용제	13,813	14,396
2018	9	332	지혈제	1,113	2,544
2018	9	333	혈액응고저지제	9,801	12,843
2018	9	339	기타의 혈액 및 체액용약	51,083	35,540
2018	9	341	인공신장관류용제	20,847	11,024
2018	9	349	기타의 인공관류용제	755	8,348
2018	9	391	간장질환용제	46,662	21,003
2018	9	392	해독제	4,528	4,936
2018	9	394	통풍치료제	12,504	1,791
2018	9	395	효소제제	72,829	12,747
2018	9	396	당뇨병용제	196,412	76,737
2018	9	398	종합대사성제제	0	0
2018	9	399	따로 분류되지 않는 대사성 의약품	51,352	43,034
2018	9	421	항악성종양제	8,891	118,337
2018	9	429	기타의 종양치료제	239	842
2018	9	431	방사성 의약품	854	6,018
2018	9	439	기타의 조직세포의 치료 및 진단	58	21,351
2018	9	490	기타의 조직세포의 기능용의약품	952	852
2018	9	611	주로 그람양성균에 작용하는 것	612	3,364
2018	9	612	주로 그람음성균에 작용하는 것	717	1,794
2018	9	613	주로 항산성균에 작용하는 것	1,072	248
2018	9	614	주로 그람양성균,리케치아,비루스에 작용하는 것	5,870	3,060
2018	9	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,504	681
2018	9	616	주로 곰팡이,원충에 작용하는 것	19	2,236
2018	9	617	주로 악성종양에 작용하는 것	26	859
2018	9	618	주로 그람양성,음성균에 작용하는 것	181,030	71,399
2018	9	619	기타의 항생물질 제제(복합항생물질제제를 포함)	22,200	7,882
2018	9	621	설화제	3,522	522
2018	9	622	항결핵제	3,384	857
2018	9	623	치나제	13	0
2018	9	629	기타의 화학요법제	31,794	64,603
2018	9	631	백신류	0	9
2018	9	632	독소류 및 톡소이드류	2	106
2018	9	633	항독소 및 렙토스피라혈청류	1	120
2018	9	634	혈액제제류	5,479	18,078
2018	9	635	생물학적 시험용제제류	0	7
2018	9	636	생물학적 제제	0	13
2018	9	639	기타의 생물학적 제제	6	3,274
2018	9	641	항원충제	7,913	1,500
2018	9	642	구충제	8	5
2018	9	712	연고기제	0	0
2018	9	713	용해제	723	189
2018	9	721	X선조영제	2,826	28,697
2018	9	722	일반검사용 시약	10	65
2018	9	728	기능검사용 시약	11	148
2018	9	729	기타의 진단용약	131	75
2018	9	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	6
2018	9	811	아편알카로이드계 제제	3,867	1,655
2018	9	821	합성마약	4,747	8,850
2018	9	999	해당사항없음	103	126
2018	10	111	전신마취제	851	3,155
2018	10	112	최면진정제	20,778	3,031
2018	10	113	항전간제	67,212	18,406
2018	10	114	해열·진통·소염제	425,506	69,237
2018	10	115	각성제,흥분제	2,297	1,923
2018	10	116	진훈제	2,722	99
2018	10	117	정신신경용제	207,488	43,053
2018	10	119	기타의 중추신경용약	138,666	83,191
2018	10	121	국소마취제	3,795	2,110
2018	10	122	골격근이완제	54,176	7,389
2018	10	123	자율신경제	19,525	2,735
2018	10	124	진경제	31,054	3,972
2018	10	129	기타의 말초신경용약	0	47
2018	10	131	안과용제	77,014	45,659
2018	10	132	이비과용제	1,361	6,403
2018	10	141	항히스타민제	262,918	15,047
2018	10	142	자격요법제(비특이성면역원제제를 포함)	13,962	34,076
2018	10	149	기타의 알레르기용약	48,370	20,509
2018	10	211	강심제	13,382	1,344
2018	10	212	부정맥용제	23,716	2,523
2018	10	213	이뇨제	29,490	1,589
2018	10	214	혈압강하제	287,218	152,526
2018	10	215	혈관보강제	4,932	988
2018	10	216	혈관수축제	735	92
2018	10	217	혈관확장제	63,141	11,015
2018	10	218	동맥경화용제	235,593	162,828
2018	10	219	기타의 순환계용약	194,492	57,494
2018	10	220	호흡기관용약	75	2,582
2018	10	221	호흡촉진제	88	242
2018	10	222	진해거담제	462,571	37,660
2018	10	223	함소흡입제	446,550	3,340
2018	10	229	기타의 호흡기관용약	54,475	9,750
2018	10	231	치과구강용약	826	753
2018	10	232	소화성궤양용제	379,876	100,796
2018	10	233	건위소화제	110	3
2018	10	234	제산제	92,370	3,694
2018	10	235	최토제,진토제	11,108	5,598
2018	10	236	이담제	14,531	2,961
2018	10	237	정장제	34,803	3,899
2018	10	238	하제,완장제	2,286	395
2018	10	239	기타의 소화기관용약	227,306	26,681
2018	10	241	뇌하수체호르몬제	2,663	6,362
2018	10	243	갑상선,부갑상선호르몬제	39,046	3,017
2018	10	244	단백동화스테로이드제	16	8
2018	10	245	부신호르몬제	53,418	4,999
2018	10	246	남성호르몬제	254	118
2018	10	247	난포호르몬 및 황체호르몬제	9,785	4,472
2018	10	249	기타의 호르몬제(항호르몬제를 포함)	731	15,135
2018	10	252	자궁수축제	130	86
2018	10	255	비뇨생식기관용제(성병예방제 포함)	4,367	1,564
2018	10	256	치질용제	35	97
2018	10	259	기타의 비뇨생식기관 및 항문용약	70,905	42,670
2018	10	261	외피용살균소독제	0	2
2018	10	262	창상보호제	0	0
2018	10	263	화농성질환용제	34	137
2018	10	264	진통·진양·수렴·소염제	2,815	8,235
2018	10	265	기생성 피부질환용제	626	3,073
2018	10	266	피부연화제(부식제를 포함)	66	252
2018	10	267	모발용제(발모,탈모,염모,양모제)	0	0
2018	10	269	기타의 외피용약	974	3,488
2018	10	311	비타민 A 및 D제	7,072	3,179
2018	10	312	비타민 B₁제	5,322	200
2018	10	313	비타민 B제(비타민 B₁을 제외)	12,313	359
2018	10	314	비타민 C 및 P제	222	54
2018	10	315	비타민 E 및 K제	82	19
2018	10	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,310	524
2018	10	321	칼슘제	35,195	2,726
2018	10	322	무기질제제	14,004	1,960
2018	10	323	당류제	1,739	2,200
2018	10	325	단백아미노산제제	2,664	14,382
2018	10	326	장기제제	107	89
2018	10	329	기타의 자양강장변질제	44	605
2018	10	331	혈액대용제	15,075	15,697
2018	10	332	지혈제	1,343	3,489
2018	10	333	혈액응고저지제	11,839	15,340
2018	10	339	기타의 혈액 및 체액용약	56,604	39,652
2018	10	341	인공신장관류용제	22,650	12,296
2018	10	349	기타의 인공관류용제	894	10,082
