년도	월	약효분류코드	약효분류명	수량	사용금액
2018	10	391	간장질환용제	55,345	24,614
2018	10	392	해독제	5,353	5,923
2018	10	394	통풍치료제	14,124	2,045
2018	10	395	효소제제	80,637	14,246
2018	10	396	당뇨병용제	225,147	88,533
2018	10	398	종합대사성제제	0	0
2018	10	399	따로 분류되지 않는 대사성 의약품	60,450	51,743
2018	10	421	항악성종양제	10,887	146,362
2018	10	429	기타의 종양치료제	289	1,013
2018	10	431	방사성 의약품	1,069	7,702
2018	10	439	기타의 조직세포의 치료 및 진단	71	26,417
2018	10	490	기타의 조직세포의 기능용의약품	1,111	993
2018	10	611	주로 그람양성균에 작용하는 것	703	3,615
2018	10	612	주로 그람음성균에 작용하는 것	736	1,827
2018	10	613	주로 항산성균에 작용하는 것	1,228	289
2018	10	614	주로 그람양성균,리케치아,비루스에 작용하는 것	7,042	3,692
2018	10	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,998	750
2018	10	616	주로 곰팡이,원충에 작용하는 것	20	2,404
2018	10	617	주로 악성종양에 작용하는 것	30	983
2018	10	618	주로 그람양성,음성균에 작용하는 것	202,920	80,522
2018	10	619	기타의 항생물질 제제(복합항생물질제제를 포함)	27,070	9,725
2018	10	621	설화제	4,091	609
2018	10	622	항결핵제	3,862	991
2018	10	623	치나제	10	0
2018	10	629	기타의 화학요법제	32,359	74,069
2018	10	631	백신류	0	14
2018	10	632	독소류 및 톡소이드류	1	151
2018	10	633	항독소 및 렙토스피라혈청류	0	55
2018	10	634	혈액제제류	5,830	20,355
2018	10	635	생물학적 시험용제제류	0	9
2018	10	636	생물학적 제제	0	15
2018	10	639	기타의 생물학적 제제	8	4,011
2018	10	641	항원충제	9,016	1,671
2018	10	642	구충제	9	6
2018	10	712	연고기제	0	0
2018	10	713	용해제	796	209
2018	10	721	X선조영제	3,438	34,699
2018	10	722	일반검사용 시약	12	80
2018	10	728	기능검사용 시약	13	164
2018	10	729	기타의 진단용약	153	87
2018	10	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	7
2018	10	811	아편알카로이드계 제제	4,662	1,860
2018	10	821	합성마약	5,551	10,294
2018	10	999	해당사항없음	132	130
2018	11	111	전신마취제	848	3,078
2018	11	112	최면진정제	19,610	2,890
2018	11	113	항전간제	63,127	17,211
2018	11	114	해열·진통·소염제	439,409	67,665
2018	11	115	각성제,흥분제	2,187	1,826
2018	11	116	진훈제	2,642	96
2018	11	117	정신신경용제	195,796	40,716
2018	11	119	기타의 중추신경용약	132,090	79,629
2018	11	121	국소마취제	3,737	2,071
2018	11	122	골격근이완제	51,425	7,010
2018	11	123	자율신경제	18,655	2,609
2018	11	124	진경제	30,606	3,905
2018	11	129	기타의 말초신경용약	1	128
2018	11	131	안과용제	78,616	44,093
2018	11	132	이비과용제	1,248	5,641
2018	11	141	항히스타민제	286,203	14,990
2018	11	142	자격요법제(비특이성면역원제제를 포함)	13,175	32,199
2018	11	149	기타의 알레르기용약	47,280	20,400
2018	11	211	강심제	13,214	1,303
2018	11	212	부정맥용제	22,682	2,458
2018	11	213	이뇨제	28,094	1,525
2018	11	214	혈압강하제	273,831	145,341
2018	11	215	혈관보강제	4,681	954
2018	11	216	혈관수축제	700	88
2018	11	217	혈관확장제	59,905	10,404
2018	11	218	동맥경화용제	224,946	155,428
2018	11	219	기타의 순환계용약	183,912	54,465
2018	11	220	호흡기관용약	72	2,488
2018	11	221	호흡촉진제	82	221
2018	11	222	진해거담제	558,528	44,145
2018	11	223	함소흡입제	438,027	3,258
2018	11	229	기타의 호흡기관용약	62,323	9,611
2018	11	231	치과구강용약	865	821
2018	11	232	소화성궤양용제	373,408	99,662
2018	11	233	건위소화제	102	3
2018	11	234	제산제	89,212	3,579
2018	11	235	최토제,진토제	10,499	5,281
2018	11	236	이담제	14,090	2,864
2018	11	237	정장제	36,892	4,258
2018	11	238	하제,완장제	2,168	372
2018	11	239	기타의 소화기관용약	225,091	26,012
2018	11	241	뇌하수체호르몬제	2,546	6,187
2018	11	243	갑상선,부갑상선호르몬제	36,721	2,898
2018	11	244	단백동화스테로이드제	15	8
2018	11	245	부신호르몬제	52,107	4,876
2018	11	246	남성호르몬제	214	97
2018	11	247	난포호르몬 및 황체호르몬제	9,068	4,019
2018	11	249	기타의 호르몬제(항호르몬제를 포함)	685	14,219
2018	11	252	자궁수축제	114	81
2018	11	255	비뇨생식기관용제(성병예방제 포함)	4,132	1,465
2018	11	256	치질용제	34	95
2018	11	259	기타의 비뇨생식기관 및 항문용약	67,653	40,722
2018	11	261	외피용살균소독제	1	12
2018	11	262	창상보호제	0	0
2018	11	263	화농성질환용제	31	146
2018	11	264	진통·진양·수렴·소염제	2,639	7,806
2018	11	265	기생성 피부질환용제	526	2,457
2018	11	266	피부연화제(부식제를 포함)	66	255
2018	11	267	모발용제(발모,탈모,염모,양모제)	0	0
2018	11	269	기타의 외피용약	895	3,230
2018	11	311	비타민 A 및 D제	6,815	3,032
2018	11	312	비타민 B₁제	5,084	195
2018	11	313	비타민 B제(비타민 B₁을 제외)	11,641	342
2018	11	314	비타민 C 및 P제	218	53
2018	11	315	비타민 E 및 K제	77	18
2018	11	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,223	494
2018	11	321	칼슘제	33,160	2,567
2018	11	322	무기질제제	13,423	1,842
2018	11	323	당류제	1,705	2,157
2018	11	325	단백아미노산제제	2,581	14,047
2018	11	326	장기제제	102	84
2018	11	329	기타의 자양강장변질제	42	583
2018	11	331	혈액대용제	15,012	15,587
2018	11	332	지혈제	1,292	2,865
2018	11	333	혈액응고저지제	11,384	14,844
2018	11	339	기타의 혈액 및 체액용약	55,481	38,656
2018	11	341	인공신장관류용제	21,087	11,734
2018	11	349	기타의 인공관류용제	834	9,337
2018	11	391	간장질환용제	54,121	24,110
2018	11	392	해독제	5,074	5,461
2018	11	394	통풍치료제	13,685	2,003
2018	11	395	효소제제	77,089	13,843
2018	11	396	당뇨병용제	214,811	84,477
2018	11	398	종합대사성제제	0	0
2018	11	399	따로 분류되지 않는 대사성 의약품	57,294	48,596
2018	11	421	항악성종양제	10,237	138,051
2018	11	429	기타의 종양치료제	267	949
2018	11	431	방사성 의약품	1,049	7,572
2018	11	439	기타의 조직세포의 치료 및 진단	68	24,839
2018	11	490	기타의 조직세포의 기능용의약품	1,041	929
2018	11	611	주로 그람양성균에 작용하는 것	708	3,490
2018	11	612	주로 그람음성균에 작용하는 것	723	1,795
2018	11	613	주로 항산성균에 작용하는 것	1,153	273
2018	11	614	주로 그람양성균,리케치아,비루스에 작용하는 것	8,183	4,175
2018	11	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,828	720
2018	11	616	주로 곰팡이,원충에 작용하는 것	19	2,219
2018	11	617	주로 악성종양에 작용하는 것	27	866
2018	11	618	주로 그람양성,음성균에 작용하는 것	238,433	85,135
2018	11	619	기타의 항생물질 제제(복합항생물질제제를 포함)	34,660	11,743
2018	11	621	설화제	4,002	581
2018	11	622	항결핵제	3,661	1,035
2018	11	623	치나제	8	0
2018	11	629	기타의 화학요법제	34,719	72,817
2018	11	631	백신류	0	11
2018	11	632	독소류 및 톡소이드류	1	146
2018	11	633	항독소 및 렙토스피라혈청류	0	5
2018	11	634	혈액제제류	6,055	19,407
2018	11	635	생물학적 시험용제제류	1	9
2018	11	636	생물학적 제제	0	20
2018	11	639	기타의 생물학적 제제	7	3,748
2018	11	641	항원충제	8,615	1,592
2018	11	642	구충제	8	5
2018	11	712	연고기제	0	0
2018	11	713	용해제	794	208
2018	11	721	X선조영제	3,365	35,283
2018	11	722	일반검사용 시약	12	76
2018	11	728	기능검사용 시약	12	157
2018	11	729	기타의 진단용약	157	86
2018	11	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	5
2018	11	811	아편알카로이드계 제제	4,521	1,692
2018	11	821	합성마약	5,249	9,769
2018	11	999	해당사항없음	123	83
2018	12	111	전신마취제	833	3,047
2018	12	112	최면진정제	19,893	2,915
2018	12	113	항전간제	61,914	16,865
2018	12	114	해열·진통·소염제	504,346	70,818
2018	12	115	각성제,흥분제	2,163	1,826
2018	12	116	진훈제	2,587	95
2018	12	117	정신신경용제	195,912	40,861
2018	12	119	기타의 중추신경용약	132,854	80,135
2018	12	121	국소마취제	3,562	2,013
2018	12	122	골격근이완제	50,809	6,922
2018	12	123	자율신경제	19,056	2,657
2018	12	124	진경제	33,300	4,186
2018	12	129	기타의 말초신경용약	0	68
2018	12	131	안과용제	82,119	50,322
2018	12	132	이비과용제	1,202	5,510
2018	12	141	항히스타민제	314,287	16,274
2018	12	142	자격요법제(비특이성면역원제제를 포함)	12,776	31,185
2018	12	149	기타의 알레르기용약	49,883	21,219
2018	12	211	강심제	13,283	1,247
2018	12	212	부정맥용제	22,442	2,416
2018	12	213	이뇨제	27,511	1,472
2018	12	214	혈압강하제	276,466	147,500
2018	12	215	혈관보강제	4,701	962
2018	12	216	혈관수축제	685	85
2018	12	217	혈관확장제	58,526	10,212
2018	12	218	동맥경화용제	234,896	161,297
2018	12	219	기타의 순환계용약	182,231	53,740
2018	12	220	호흡기관용약	75	2,585
2018	12	221	호흡촉진제	75	193
2018	12	222	진해거담제	676,287	53,491
2018	12	223	함소흡입제	366,377	2,729
2018	12	229	기타의 호흡기관용약	72,576	10,469
2018	12	231	치과구강용약	905	862
2018	12	232	소화성궤양용제	391,280	103,286
2018	12	233	건위소화제	98	3
2018	12	234	제산제	91,855	3,730
2018	12	235	최토제,진토제	10,384	5,291
2018	12	236	이담제	13,936	2,847
2018	12	237	정장제	40,208	4,591
2018	12	238	하제,완장제	2,153	372
2018	12	239	기타의 소화기관용약	240,871	27,168
2018	12	241	뇌하수체호르몬제	2,601	6,031
2018	12	243	갑상선,부갑상선호르몬제	36,383	2,702
2018	12	244	단백동화스테로이드제	14	7
2018	12	245	부신호르몬제	52,893	4,892
2018	12	246	남성호르몬제	209	96
2018	12	247	난포호르몬 및 황체호르몬제	9,188	4,071
2018	12	249	기타의 호르몬제(항호르몬제를 포함)	696	14,051
2018	12	252	자궁수축제	102	69
2018	12	255	비뇨생식기관용제(성병예방제 포함)	4,270	1,512
2018	12	256	치질용제	36	99
2018	12	259	기타의 비뇨생식기관 및 항문용약	68,469	41,154
2018	12	261	외피용살균소독제	1	3
2018	12	262	창상보호제	0	0
2018	12	263	화농성질환용제	34	120
2018	12	264	진통·진양·수렴·소염제	2,538	7,631
2018	12	265	기생성 피부질환용제	509	2,386
2018	12	266	피부연화제(부식제를 포함)	69	262
2018	12	267	모발용제(발모,탈모,염모,양모제)	0	0
2018	12	269	기타의 외피용약	906	3,336
2018	12	311	비타민 A 및 D제	6,802	3,096
2018	12	312	비타민 B₁제	4,940	197
2018	12	313	비타민 B제(비타민 B₁을 제외)	11,466	339
2018	12	314	비타민 C 및 P제	219	53
2018	12	315	비타민 E 및 K제	69	16
2018	12	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,147	442
2018	12	321	칼슘제	33,326	2,579
2018	12	322	무기질제제	13,131	1,864
2018	12	323	당류제	1,621	2,064
2018	12	325	단백아미노산제제	2,359	11,924
2018	12	326	장기제제	86	70
2018	12	329	기타의 자양강장변질제	34	486
2018	12	331	혈액대용제	14,609	15,474
2018	12	332	지혈제	1,272	2,813
2018	12	333	혈액응고저지제	10,977	14,414
2018	12	339	기타의 혈액 및 체액용약	54,423	37,266
2018	12	341	인공신장관류용제	20,689	11,569
2018	12	349	기타의 인공관류용제	792	8,906
2018	12	391	간장질환용제	54,637	24,645
2018	12	392	해독제	5,155	5,468
2018	12	394	통풍치료제	13,551	1,995
2018	12	395	효소제제	54,608	12,011
2018	12	396	당뇨병용제	216,446	85,264
2018	12	398	종합대사성제제	0	0
2018	12	399	따로 분류되지 않는 대사성 의약품	55,507	48,397
2018	12	421	항악성종양제	9,829	132,878
2018	12	429	기타의 종양치료제	257	919
2018	12	431	방사성 의약품	991	7,033
2018	12	439	기타의 조직세포의 치료 및 진단	65	24,104
2018	12	490	기타의 조직세포의 기능용의약품	1,019	910
2018	12	611	주로 그람양성균에 작용하는 것	684	2,539
2018	12	612	주로 그람음성균에 작용하는 것	716	1,588
2018	12	613	주로 항산성균에 작용하는 것	1,106	261
2018	12	614	주로 그람양성균,리케치아,비루스에 작용하는 것	9,254	4,772
2018	12	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,604	685
2018	12	616	주로 곰팡이,원충에 작용하는 것	12	1,430
2018	12	617	주로 악성종양에 작용하는 것	26	832
2018	12	618	주로 그람양성,음성균에 작용하는 것	258,775	87,850
2018	12	619	기타의 항생물질 제제(복합항생물질제제를 포함)	37,305	13,482
2018	12	621	설화제	3,885	535
2018	12	622	항결핵제	3,530	1,047
2018	12	623	치나제	8	0
2018	12	629	기타의 화학요법제	63,094	83,378
2018	12	631	백신류	0	10
2018	12	632	독소류 및 톡소이드류	1	130
2018	12	633	항독소 및 렙토스피라혈청류	0	1
2018	12	634	혈액제제류	5,614	17,412
2018	12	635	생물학적 시험용제제류	1	9
2018	12	636	생물학적 제제	0	15
2018	12	639	기타의 생물학적 제제	7	3,688
2018	12	641	항원충제	8,649	1,531
2018	12	642	구충제	7	5
2018	12	712	연고기제	0	0
2018	12	713	용해제	719	183
2018	12	721	X선조영제	2,966	33,493
2018	12	722	일반검사용 시약	11	70
2018	12	728	기능검사용 시약	11	141
2018	12	729	기타의 진단용약	140	83
2018	12	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	4
2018	12	811	아편알카로이드계 제제	4,554	1,570
2018	12	821	합성마약	4,772	8,741
2018	12	999	해당사항없음	126	92
2019	1	111	전신마취제	1,033	3,873
2019	1	112	최면진정제	21,967	3,249
2019	1	113	항전간제	70,938	19,416
2019	1	114	해열·진통·소염제	424,752	69,898
2019	1	115	각성제,흥분제	2,318	1,936
2019	1	116	진훈제	2,881	106
2019	1	117	정신신경용제	213,219	45,262
2019	1	119	기타의 중추신경용약	146,430	88,352
2019	1	121	국소마취제	4,129	2,335
2019	1	122	골격근이완제	54,927	7,653
2019	1	123	자율신경제	20,413	2,891
2019	1	124	진경제	33,105	4,266
2019	1	129	기타의 말초신경용약	1	174
2019	1	131	안과용제	92,323	55,188
2019	1	132	이비과용제	1,290	5,296
2019	1	141	항히스타민제	226,968	13,257
2019	1	142	자격요법제(비특이성면역원제제를 포함)	14,585	36,241
2019	1	149	기타의 알레르기용약	46,050	19,141
2019	1	211	강심제	14,217	1,436
2019	1	212	부정맥용제	24,694	2,694
2019	1	213	이뇨제	30,745	1,729
2019	1	214	혈압강하제	299,412	159,891
2019	1	215	혈관보강제	5,308	1,087
2019	1	216	혈관수축제	752	96
2019	1	217	혈관확장제	65,070	11,388
2019	1	218	동맥경화용제	246,392	170,253
2019	1	219	기타의 순환계용약	199,434	60,264
2019	1	220	호흡기관용약	81	2,791
2019	1	221	호흡촉진제	96	278
2019	1	222	진해거담제	465,151	42,348
2019	1	223	함소흡입제	656,168	4,648
2019	1	229	기타의 호흡기관용약	51,165	10,368
2019	1	231	치과구강용약	917	741
2019	1	232	소화성궤양용제	391,867	104,903
2019	1	233	건위소화제	119	4
2019	1	234	제산제	96,064	3,826
2019	1	235	최토제,진토제	11,296	6,595
2019	1	236	이담제	15,404	3,141
2019	1	237	정장제	34,283	3,851
2019	1	238	하제,완장제	2,412	421
2019	1	239	기타의 소화기관용약	239,320	27,916
2019	1	241	뇌하수체호르몬제	2,828	7,129
2019	1	243	갑상선,부갑상선호르몬제	40,635	3,149
2019	1	244	단백동화스테로이드제	17	9
2019	1	245	부신호르몬제	50,365	5,090
2019	1	246	남성호르몬제	249	114
2019	1	247	난포호르몬 및 황체호르몬제	9,932	4,369
2019	1	249	기타의 호르몬제(항호르몬제를 포함)	715	14,596
2019	1	252	자궁수축제	115	94
2019	1	255	비뇨생식기관용제(성병예방제 포함)	4,337	1,529
2019	1	256	치질용제	40	111
2019	1	259	기타의 비뇨생식기관 및 항문용약	74,284	44,761
2019	1	261	외피용살균소독제	0	5
2019	1	262	창상보호제	0	0
2019	1	263	화농성질환용제	32	160
2019	1	264	진통·진양·수렴·소염제	2,749	8,199
2019	1	265	기생성 피부질환용제	524	2,599
2019	1	266	피부연화제(부식제를 포함)	72	251
2019	1	267	모발용제(발모,탈모,염모,양모제)	0	0
2019	1	269	기타의 외피용약	953	3,650
2019	1	311	비타민 A 및 D제	7,742	3,346
2019	1	312	비타민 B₁제	5,485	225
2019	1	313	비타민 B제(비타민 B₁을 제외)	12,845	378
2019	1	314	비타민 C 및 P제	269	66
2019	1	315	비타민 E 및 K제	93	22
2019	1	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,464	618
2019	1	321	칼슘제	36,682	2,849
2019	1	322	무기질제제	14,335	1,966
2019	1	323	당류제	2,171	2,734
2019	1	325	단백아미노산제제	3,046	18,435
2019	1	326	장기제제	132	108
2019	1	329	기타의 자양강장변질제	56	784
2019	1	331	혈액대용제	18,171	18,906
2019	1	332	지혈제	1,523	3,624
2019	1	333	혈액응고저지제	12,604	16,825
2019	1	339	기타의 혈액 및 체액용약	60,402	43,071
2019	1	341	인공신장관류용제	20,473	12,667
2019	1	349	기타의 인공관류용제	977	10,873
2019	1	391	간장질환용제	59,726	26,115
2019	1	392	해독제	5,621	6,120
2019	1	394	통풍치료제	14,557	2,149
2019	1	395	효소제제	43,956	11,601
2019	1	396	당뇨병용제	235,286	93,026
2019	1	398	종합대사성제제	0	0
2019	1	399	따로 분류되지 않는 대사성 의약품	62,809	52,533
2019	1	421	항악성종양제	11,387	152,710
2019	1	429	기타의 종양치료제	313	1,079
2019	1	431	방사성 의약품	1,164	8,336
2019	1	439	기타의 조직세포의 치료 및 진단	74	27,319
2019	1	490	기타의 조직세포의 기능용의약품	1,216	1,088
2019	1	611	주로 그람양성균에 작용하는 것	858	5,289
2019	1	612	주로 그람음성균에 작용하는 것	756	2,160
2019	1	613	주로 항산성균에 작용하는 것	1,233	288
2019	1	614	주로 그람양성균,리케치아,비루스에 작용하는 것	7,143	3,962
2019	1	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,905	730
2019	1	616	주로 곰팡이,원충에 작용하는 것	33	3,884
2019	1	617	주로 악성종양에 작용하는 것	32	1,016
2019	1	618	주로 그람양성,음성균에 작용하는 것	186,594	89,567
2019	1	619	기타의 항생물질 제제(복합항생물질제제를 포함)	23,471	10,518
2019	1	621	설화제	4,350	661
2019	1	622	항결핵제	3,879	1,227
2019	1	623	치나제	4	0
2019	1	629	기타의 화학요법제	38,258	78,919
2019	1	631	백신류	0	11
2019	1	632	독소류 및 톡소이드류	1	155
2019	1	633	항독소 및 렙토스피라혈청류	0	0
2019	1	634	혈액제제류	7,005	23,504
2019	1	635	생물학적 시험용제제류	0	9
2019	1	636	생물학적 제제	0	15
2019	1	639	기타의 생물학적 제제	8	4,181
2019	1	641	항원충제	9,231	1,780
2019	1	642	구충제	9	6
2019	1	712	연고기제	0	0
2019	1	713	용해제	1,014	279
2019	1	721	X선조영제	3,841	37,449
2019	1	722	일반검사용 시약	13	83
2019	1	728	기능검사용 시약	15	199
2019	1	729	기타의 진단용약	105	85
2019	1	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	6
2019	1	811	아편알카로이드계 제제	5,339	2,306
2019	1	821	합성마약	6,101	11,732
2019	1	999	해당사항없음	182	236
2019	2	111	전신마취제	763	2,851
2019	2	112	최면진정제	18,407	2,697
2019	2	113	항전간제	56,852	15,521
2019	2	114	해열·진통·소염제	339,363	57,440
2019	2	115	각성제,흥분제	1,949	1,654
2019	2	116	진훈제	2,417	90
2019	2	117	정신신경용제	174,791	37,431
2019	2	119	기타의 중추신경용약	120,360	72,485
2019	2	121	국소마취제	3,455	1,929
2019	2	122	골격근이완제	47,022	6,450
2019	2	123	자율신경제	16,597	2,340
2019	2	124	진경제	26,861	3,449
2019	2	129	기타의 말초신경용약	1	75
2019	2	131	안과용제	80,802	47,971
2019	2	132	이비과용제	1,070	4,479
2019	2	141	항히스타민제	201,156	10,965
2019	2	142	자격요법제(비특이성면역원제제를 포함)	11,957	29,892
2019	2	149	기타의 알레르기용약	38,501	16,191
2019	2	211	강심제	11,330	1,140
2019	2	212	부정맥용제	20,384	2,207
2019	2	213	이뇨제	24,986	1,377
2019	2	214	혈압강하제	245,852	131,694
2019	2	215	혈관보강제	4,480	919
2019	2	216	혈관수축제	611	76
2019	2	217	혈관확장제	51,913	9,115
2019	2	218	동맥경화용제	202,118	139,481
2019	2	219	기타의 순환계용약	163,298	49,037
2019	2	220	호흡기관용약	67	2,316
2019	2	221	호흡촉진제	76	209
2019	2	222	진해거담제	349,939	30,339
2019	2	223	함소흡입제	405,507	3,032
2019	2	229	기타의 호흡기관용약	40,564	8,114
2019	2	231	치과구강용약	712	569
2019	2	232	소화성궤양용제	317,812	85,202
2019	2	233	건위소화제	94	3
2019	2	234	제산제	78,123	3,099
2019	2	235	최토제,진토제	9,189	5,051
2019	2	236	이담제	12,531	2,559
2019	2	237	정장제	28,712	3,251
2019	2	238	하제,완장제	1,963	342
2019	2	239	기타의 소화기관용약	194,848	22,854
2019	2	241	뇌하수체호르몬제	2,297	6,186
2019	2	243	갑상선,부갑상선호르몬제	32,391	2,466
2019	2	244	단백동화스테로이드제	14	7
2019	2	245	부신호르몬제	41,492	4,055
2019	2	246	남성호르몬제	181	82
2019	2	247	난포호르몬 및 황체호르몬제	8,260	3,584
2019	2	249	기타의 호르몬제(항호르몬제를 포함)	648	13,230
2019	2	252	자궁수축제	94	77
2019	2	255	비뇨생식기관용제(성병예방제 포함)	3,564	1,255
2019	2	256	치질용제	35	98
2019	2	259	기타의 비뇨생식기관 및 항문용약	61,379	36,805
2019	2	261	외피용살균소독제	0	7
2019	2	262	창상보호제	0	0
2019	2	263	화농성질환용제	27	120
2019	2	264	진통·진양·수렴·소염제	2,359	7,056
2019	2	265	기생성 피부질환용제	453	2,234
2019	2	266	피부연화제(부식제를 포함)	61	227
2019	2	267	모발용제(발모,탈모,염모,양모제)	0	0
2019	2	269	기타의 외피용약	815	3,140
2019	2	311	비타민 A 및 D제	6,263	2,796
2019	2	312	비타민 B₁제	4,490	173
2019	2	313	비타민 B제(비타민 B₁을 제외)	10,345	304
2019	2	314	비타민 C 및 P제	195	49
2019	2	315	비타민 E 및 K제	71	17
2019	2	316	혼합비타민제(비타민 A D 혼합제를 제외)	2,037	444
2019	2	321	칼슘제	29,558	2,289
2019	2	322	무기질제제	11,553	1,575
2019	2	323	당류제	1,538	1,942
2019	2	325	단백아미노산제제	2,257	13,110
2019	2	326	장기제제	98	80
2019	2	329	기타의 자양강장변질제	39	539
2019	2	331	혈액대용제	13,226	13,933
2019	2	332	지혈제	1,170	2,769
2019	2	333	혈액응고저지제	10,257	13,908
2019	2	339	기타의 혈액 및 체액용약	53,013	36,199
2019	2	341	인공신장관류용제	17,870	10,970
2019	2	349	기타의 인공관류용제	759	8,503
2019	2	391	간장질환용제	49,275	21,355
2019	2	392	해독제	4,588	4,954
2019	2	394	통풍치료제	12,302	1,824
2019	2	395	효소제제	33,508	10,328
2019	2	396	당뇨병용제	193,561	76,981
2019	2	398	종합대사성제제	0	0
2019	2	399	따로 분류되지 않는 대사성 의약품	51,622	43,956
2019	2	421	항악성종양제	9,231	126,999
2019	2	429	기타의 종양치료제	238	839
2019	2	431	방사성 의약품	909	6,590
2019	2	439	기타의 조직세포의 치료 및 진단	63	22,794
2019	2	490	기타의 조직세포의 기능용의약품	971	869
2019	2	611	주로 그람양성균에 작용하는 것	577	3,132
2019	2	612	주로 그람음성균에 작용하는 것	593	1,499
2019	2	613	주로 항산성균에 작용하는 것	988	233
2019	2	614	주로 그람양성균,리케치아,비루스에 작용하는 것	5,466	2,990
2019	2	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4,289	643
2019	2	616	주로 곰팡이,원충에 작용하는 것	17	1,970
2019	2	617	주로 악성종양에 작용하는 것	25	812
2019	2	618	주로 그람양성,음성균에 작용하는 것	159,227	67,459
2019	2	619	기타의 항생물질 제제(복합항생물질제제를 포함)	19,045	7,611
2019	2	621	설화제	3,481	500
2019	2	622	항결핵제	3,135	924
2019	2	623	치나제	4	0
2019	2	629	기타의 화학요법제	26,587	59,639
2019	2	631	백신류	0	13
2019	2	632	독소류 및 톡소이드류	1	125
2019	2	633	항독소 및 렙토스피라혈청류	0	0
2019	2	634	혈액제제류	5,399	17,691
2019	2	635	생물학적 시험용제제류	0	7
2019	2	636	생물학적 제제	0	15
2019	2	639	기타의 생물학적 제제	6	3,664
2019	2	641	항원충제	7,535	1,428
2019	2	642	구충제	8	5
2019	2	712	연고기제	0	0
2019	2	713	용해제	703	189
2019	2	721	X선조영제	2,984	30,580
2019	2	722	일반검사용 시약	10	65
2019	2	728	기능검사용 시약	13	176
2019	2	729	기타의 진단용약	63	71
2019	2	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	5
2019	2	811	아편알카로이드계 제제	3,965	1,599
2019	2	821	합성마약	4,845	9,182
2019	2	999	해당사항없음	145	231
2019	3	111	전신마취제	875	3,364
2019	3	112	최면진정제	19,960	2,930
2019	3	113	항전간제	62,383	16,965
2019	3	114	해열·진통·소염제	404,501	65,937
2019	3	115	각성제,흥분제	2,141	1,822
2019	3	116	진훈제	2,721	100
2019	3	117	정신신경용제	193,616	40,701
2019	3	119	기타의 중추신경용약	135,342	81,317
2019	3	121	국소마취제	3,893	2,176
2019	3	122	골격근이완제	52,925	7,263
2019	3	123	자율신경제	18,117	2,559
2019	3	124	진경제	28,738	3,676
2019	3	129	기타의 말초신경용약	1	129
2019	3	131	안과용제	93,242	55,581
2019	3	132	이비과용제	1,261	5,544
2019	3	141	항히스타민제	253,450	13,018
2019	3	142	자격요법제(비특이성면역원제제를 포함)	12,649	31,792
2019	3	149	기타의 알레르기용약	44,749	19,226
2019	3	211	강심제	12,817	1,292
2019	3	212	부정맥용제	22,755	2,492
2019	3	213	이뇨제	27,842	1,541
2019	3	214	혈압강하제	274,876	147,334
2019	3	215	혈관보강제	4,858	998
2019	3	216	혈관수축제	679	88
2019	3	217	혈관확장제	58,626	10,253
2019	3	218	동맥경화용제	228,524	157,930
2019	3	219	기타의 순환계용약	183,254	55,361
2019	3	220	호흡기관용약	77	2,637
2019	3	221	호흡촉진제	84	233
2019	3	222	진해거담제	438,983	36,398
2019	3	223	함소흡입제	453,748	3,405
2019	3	229	기타의 호흡기관용약	51,023	9,455
2019	3	231	치과구강용약	848	630
2019	3	232	소화성궤양용제	355,256	96,381
2019	3	233	건위소화제	101	3
2019	3	234	제산제	85,629	3,410
2019	3	235	최토제,진토제	10,215	5,769
2019	3	236	이담제	14,315	2,927
2019	3	237	정장제	32,118	3,715
2019	3	238	하제,완장제	2,168	378
2019	3	239	기타의 소화기관용약	213,650	25,041
2019	3	241	뇌하수체호르몬제	2,545	7,563
2019	3	243	갑상선,부갑상선호르몬제	36,674	2,905
2019	3	244	단백동화스테로이드제	12	7
2019	3	245	부신호르몬제	48,049	4,654
2019	3	246	남성호르몬제	223	103
2019	3	247	난포호르몬 및 황체호르몬제	9,249	4,005
2019	3	249	기타의 호르몬제(항호르몬제를 포함)	731	14,844
2019	3	252	자궁수축제	94	84
2019	3	255	비뇨생식기관용제(성병예방제 포함)	4,039	1,428
2019	3	256	치질용제	36	101
2019	3	259	기타의 비뇨생식기관 및 항문용약	68,188	40,789
2019	3	261	외피용살균소독제	0	4
2019	3	262	창상보호제	0	0
2019	3	263	화농성질환용제	31	125
2019	3	264	진통·진양·수렴·소염제	2,615	7,685
2019	3	265	기생성 피부질환용제	519	2,562
2019	3	266	피부연화제(부식제를 포함)	73	310
