년도	월	약효분류코드	약효분류명	수량	사용금액	대분류코드	중분류코드	대분류	중분류
2018	8	236	이담제	13443	2737	200	230	개개의 기관계용 의약품	소화기관용약
2018	8	237	정장제	41080	4180	200	230	개개의 기관계용 의약품	소화기관용약
2018	8	238	하제,완장제	2187	377	200	230	개개의 기관계용 의약품	소화기관용약
2018	8	239	기타의 소화기관용약	220250	24980	200	230	개개의 기관계용 의약품	소화기관용약
2018	8	241	뇌하수체호르몬제	2420	6060	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	8	243	갑상선,부갑상선호르몬제	37580	2865	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	8	244	단백동화스테로이드제	16	8	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	8	245	부신호르몬제	46913	4561	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	8	246	남성호르몬제	225	103	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	8	247	난포호르몬 및 황체호르몬제	9398	4709	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	8	249	기타의 호르몬제(항호르몬제를 포함)	718	14676	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	8	252	자궁수축제	160	90	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	8	255	비뇨생식기관용제(성병예방제 포함)	4072	1459	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	8	256	치질용제	34	93	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	8	259	기타의 비뇨생식기관 및 항문용약	64991	39067	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	8	261	외피용살균소독제	0	2	200	260	개개의 기관계용 의약품	외피용약
2018	8	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	8	263	화농성질환용제	47	164	200	260	개개의 기관계용 의약품	외피용약
2018	8	264	진통·진양·수렴·소염제	3017	9321	200	260	개개의 기관계용 의약품	외피용약
2018	8	265	기생성 피부질환용제	891	4245	200	260	개개의 기관계용 의약품	외피용약
2018	8	266	피부연화제(부식제를 포함)	65	267	200	260	개개의 기관계용 의약품	외피용약
2018	8	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	8	269	기타의 외피용약	1167	3923	200	260	개개의 기관계용 의약품	외피용약
2018	8	311	비타민 A 및 D제	6701	3099	300	310	대사성 의약품	비타민제
2018	8	312	비타민 B₁제	5180	203	300	310	대사성 의약품	비타민제
2018	8	313	비타민 B제(비타민 B₁을 제외)	11634	341	300	310	대사성 의약품	비타민제
2018	8	314	비타민 C 및 P제	234	59	300	310	대사성 의약품	비타민제
2018	8	315	비타민 E 및 K제	78	18	300	310	대사성 의약품	비타민제
2018	8	316	혼합비타민제(비타민 A D 혼합제를 제외)	2278	550	300	310	대사성 의약품	비타민제
2018	8	321	칼슘제	32663	2528	300	320	대사성 의약품	자양강장변질제
2018	8	322	무기질제제	13787	1918	300	320	대사성 의약품	자양강장변질제
2018	8	323	당류제	1729	2193	300	320	대사성 의약품	자양강장변질제
2018	8	325	단백아미노산제제	2633	14591	300	320	대사성 의약품	자양강장변질제
2018	8	326	장기제제	107	89	300	320	대사성 의약품	자양강장변질제
2018	8	329	기타의 자양강장변질제	45	630	300	320	대사성 의약품	자양강장변질제
2018	8	331	혈액대용제	12193	12477	300	330	대사성 의약품	혈액 및 체액용약
2018	8	332	지혈제	1275	3315	300	330	대사성 의약품	혈액 및 체액용약
2018	8	333	혈액응고저지제	10849	14103	300	330	대사성 의약품	혈액 및 체액용약
2018	8	339	기타의 혈액 및 체액용약	57454	42008	300	330	대사성 의약품	혈액 및 체액용약
2018	8	341	인공신장관류용제	22738	12159	300	340	대사성 의약품	인공관류용제
2018	8	349	기타의 인공관류용제	878	9734	300	340	대사성 의약품	인공관류용제
2018	8	391	간장질환용제	51117	23113	300	390	대사성 의약품	기타의 대사성 의약품
2018	8	392	해독제	5103	5612	300	390	대사성 의약품	기타의 대사성 의약품
2018	8	394	통풍치료제	13640	1937	300	390	대사성 의약품	기타의 대사성 의약품
2018	8	395	효소제제	69642	13394	300	390	대사성 의약품	기타의 대사성 의약품
2018	8	396	당뇨병용제	214827	84161	300	390	대사성 의약품	기타의 대사성 의약품
2018	8	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2018	8	399	따로 분류되지 않는 대사성 의약품	56243	46888	300	390	대사성 의약품	기타의 대사성 의약품
2018	8	421	항악성종양제	10467	137949	400	420	조직세포의 기능용 의약품	종양용약
2018	8	429	기타의 종양치료제	251	897	400	420	조직세포의 기능용 의약품	종양용약
2018	8	431	방사성 의약품	1063	7498	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	8	439	기타의 조직세포의 치료 및 진단	67	24577	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	8	490	기타의 조직세포의 기능용의약품	1116	998	400	490	조직세포의 기능용 의약품	자료없음
2018	8	611	주로 그람양성균에 작용하는 것	627	3646	600	610	항병원생물성 의약품	항생물질제제
2018	8	612	주로 그람음성균에 작용하는 것	801	1961	600	610	항병원생물성 의약품	항생물질제제
2018	8	613	주로 항산성균에 작용하는 것	1208	283	600	610	항병원생물성 의약품	항생물질제제
2018	8	614	주로 그람양성균,리케치아,비루스에 작용하는 것	4733	2611	600	610	항병원생물성 의약품	항생물질제제
2018	8	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4963	750	600	610	항병원생물성 의약품	항생물질제제
2018	8	616	주로 곰팡이,원충에 작용하는 것	16	1914	600	610	항병원생물성 의약품	항생물질제제
2018	8	617	주로 악성종양에 작용하는 것	30	1007	600	610	항병원생물성 의약품	항생물질제제
2018	8	618	주로 그람양성,음성균에 작용하는 것	149171	70267	600	610	항병원생물성 의약품	항생물질제제
2018	8	619	기타의 항생물질 제제(복합항생물질제제를 포함)	15217	6305	600	610	항병원생물성 의약품	항생물질제제
2018	8	621	설화제	3930	588	600	620	항병원생물성 의약품	화학료법제
2018	8	622	항결핵제	3876	1042	600	620	항병원생물성 의약품	화학료법제
2018	8	623	치나제	13	0	600	620	항병원생물성 의약품	화학료법제
2018	8	629	기타의 화학요법제	37702	72387	600	620	항병원생물성 의약품	화학료법제
2018	8	631	백신류	0	13	600	630	항병원생물성 의약품	생물학적 제제
2018	8	632	독소류 및 톡소이드류	1	146	600	630	항병원생물성 의약품	생물학적 제제
2018	8	633	항독소 및 렙토스피라혈청류	1	139	600	630	항병원생물성 의약품	생물학적 제제
2018	8	634	혈액제제류	6261	20572	600	630	항병원생물성 의약품	생물학적 제제
2018	8	635	생물학적 시험용제제류	1	9	600	630	항병원생물성 의약품	생물학적 제제
2018	8	636	생물학적 제제	0	21	600	630	항병원생물성 의약품	생물학적 제제
2018	8	639	기타의 생물학적 제제	7	3733	600	630	항병원생물성 의약품	생물학적 제제
2018	8	641	항원충제	8808	1695	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2018	8	642	구충제	9	6	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2018	8	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2018	8	713	용해제	767	199	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2018	8	721	X선조영제	3479	33747	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	8	722	일반검사용 시약	12	78	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	8	728	기능검사용 시약	14	185	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	8	729	기타의 진단용약	139	84	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	8	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	5	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2018	8	811	아편알카로이드계 제제	4265	1788	800	810	마약	알카로이드 마약(천연)
2018	8	821	합성마약	5371	10067	800	820	마약	비알카로이드계 마약
2018	8	999	해당사항없음	107	198	900	990	자료없음	자료없음
2018	9	111	전신마취제	707	2697	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	9	112	최면진정제	18007	2612	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	9	113	항전간제	57799	15602	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	9	114	해열·진통·소염제	382523	60560	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	9	115	각성제,흥분제	2035	1696	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	9	116	진훈제	2374	86	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	9	117	정신신경용제	184951	37310	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	9	119	기타의 중추신경용약	118784	71321	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	9	121	국소마취제	3093	1732	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	9	122	골격근이완제	48198	6551	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	9	123	자율신경제	17556	2440	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	9	124	진경제	31543	3972	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	9	129	기타의 말초신경용약	0	0	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	9	131	안과용제	64259	45677	100	130	신경계 감각기관용 의약품	감각기관용약
2018	9	132	이비과용제	1209	6417	100	130	신경계 감각기관용 의약품	감각기관용약
2018	9	141	항히스타민제	234711	13555	100	140	신경계 감각기관용 의약품	알레르기용약
2018	9	142	자격요법제(비특이성면역원제제를 포함)	11457	27680	100	140	신경계 감각기관용 의약품	알레르기용약
2018	9	149	기타의 알레르기용약	42579	17904	100	140	신경계 감각기관용 의약품	알레르기용약
2018	9	211	강심제	11080	1116	200	210	개개의 기관계용 의약품	순환계용약
2018	9	212	부정맥용제	20564	2156	200	210	개개의 기관계용 의약품	순환계용약
2018	9	213	이뇨제	25377	1351	200	210	개개의 기관계용 의약품	순환계용약
2018	9	214	혈압강하제	247859	131410	200	210	개개의 기관계용 의약품	순환계용약
2018	9	215	혈관보강제	4394	880	200	210	개개의 기관계용 의약품	순환계용약
2018	9	216	혈관수축제	653	81	200	210	개개의 기관계용 의약품	순환계용약
2018	9	217	혈관확장제	53233	9426	200	210	개개의 기관계용 의약품	순환계용약
2018	9	218	동맥경화용제	200932	138524	200	210	개개의 기관계용 의약품	순환계용약
2018	9	219	기타의 순환계용약	166893	49009	200	210	개개의 기관계용 의약품	순환계용약
2018	9	220	호흡기관용약	61	2080	200	220	개개의 기관계용 의약품	호흡기관용약
2018	9	221	호흡촉진제	82	223	200	220	개개의 기관계용 의약품	호흡기관용약
2018	9	222	진해거담제	371756	29339	200	220	개개의 기관계용 의약품	호흡기관용약
2018	9	223	함소흡입제	418086	3165	200	220	개개의 기관계용 의약품	호흡기관용약
2018	9	229	기타의 호흡기관용약	46590	7708	200	220	개개의 기관계용 의약품	호흡기관용약
2018	9	231	치과구강용약	688	692	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	232	소화성궤양용제	329208	86272	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	233	건위소화제	97	3	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	234	제산제	80483	3191	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	235	최토제,진토제	9978	4698	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	236	이담제	12137	2472	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	237	정장제	38656	4132	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	238	하제,완장제	1975	341	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	239	기타의 소화기관용약	206794	23424	200	230	개개의 기관계용 의약품	소화기관용약
2018	9	241	뇌하수체호르몬제	2197	5224	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	9	243	갑상선,부갑상선호르몬제	32944	2482	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	9	244	단백동화스테로이드제	13	7	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	9	245	부신호르몬제	49584	4604	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	9	246	남성호르몬제	186	85	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	9	247	난포호르몬 및 황체호르몬제	8464	4161	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	9	249	기타의 호르몬제(항호르몬제를 포함)	647	12933	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	9	252	자궁수축제	139	85	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	9	255	비뇨생식기관용제(성병예방제 포함)	3688	1324	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	9	256	치질용제	31	86	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	9	259	기타의 비뇨생식기관 및 항문용약	59982	36032	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	9	261	외피용살균소독제	0	2	200	260	개개의 기관계용 의약품	외피용약
2018	9	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	9	263	화농성질환용제	36	125	200	260	개개의 기관계용 의약품	외피용약
2018	9	264	진통·진양·수렴·소염제	2582	7509	200	260	개개의 기관계용 의약품	외피용약
2018	9	265	기생성 피부질환용제	676	3169	200	260	개개의 기관계용 의약품	외피용약
2018	9	266	피부연화제(부식제를 포함)	54	213	200	260	개개의 기관계용 의약품	외피용약
2018	9	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	9	269	기타의 외피용약	939	3340	200	260	개개의 기관계용 의약품	외피용약
2018	9	311	비타민 A 및 D제	5976	2775	300	310	대사성 의약품	비타민제
2018	9	312	비타민 B₁제	4735	183	300	310	대사성 의약품	비타민제
2018	9	313	비타민 B제(비타민 B₁을 제외)	10449	308	300	310	대사성 의약품	비타민제
2018	9	314	비타민 C 및 P제	205	50	300	310	대사성 의약품	비타민제
2018	9	315	비타민 E 및 K제	73	17	300	310	대사성 의약품	비타민제
2018	9	316	혼합비타민제(비타민 A D 혼합제를 제외)	2072	487	300	310	대사성 의약품	비타민제
2018	9	321	칼슘제	29344	2272	300	320	대사성 의약품	자양강장변질제
2018	9	322	무기질제제	12352	1792	300	320	대사성 의약품	자양강장변질제
2018	9	323	당류제	1568	1985	300	320	대사성 의약품	자양강장변질제
2018	9	325	단백아미노산제제	2475	13521	300	320	대사성 의약품	자양강장변질제
2018	9	326	장기제제	96	81	300	320	대사성 의약품	자양강장변질제
2018	9	329	기타의 자양강장변질제	40	549	300	320	대사성 의약품	자양강장변질제
2018	9	331	혈액대용제	13813	14396	300	330	대사성 의약품	혈액 및 체액용약
2018	9	332	지혈제	1113	2544	300	330	대사성 의약품	혈액 및 체액용약
2018	9	333	혈액응고저지제	9801	12843	300	330	대사성 의약품	혈액 및 체액용약
2018	9	339	기타의 혈액 및 체액용약	51083	35540	300	330	대사성 의약품	혈액 및 체액용약
2018	9	341	인공신장관류용제	20847	11024	300	340	대사성 의약품	인공관류용제
2018	9	349	기타의 인공관류용제	755	8348	300	340	대사성 의약품	인공관류용제
2018	9	391	간장질환용제	46662	21003	300	390	대사성 의약품	기타의 대사성 의약품
2018	9	392	해독제	4528	4936	300	390	대사성 의약품	기타의 대사성 의약품
2018	9	394	통풍치료제	12504	1791	300	390	대사성 의약품	기타의 대사성 의약품
2018	9	395	효소제제	72829	12747	300	390	대사성 의약품	기타의 대사성 의약품
2018	9	396	당뇨병용제	196412	76737	300	390	대사성 의약품	기타의 대사성 의약품
2018	9	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2018	9	399	따로 분류되지 않는 대사성 의약품	51352	43034	300	390	대사성 의약품	기타의 대사성 의약품
2018	9	421	항악성종양제	8891	118337	400	420	조직세포의 기능용 의약품	종양용약
2018	9	429	기타의 종양치료제	239	842	400	420	조직세포의 기능용 의약품	종양용약
2018	9	431	방사성 의약품	854	6018	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	9	439	기타의 조직세포의 치료 및 진단	58	21351	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2018	9	490	기타의 조직세포의 기능용의약품	952	852	400	490	조직세포의 기능용 의약품	자료없음
2018	9	611	주로 그람양성균에 작용하는 것	612	3364	600	610	항병원생물성 의약품	항생물질제제
2018	9	612	주로 그람음성균에 작용하는 것	717	1794	600	610	항병원생물성 의약품	항생물질제제
2018	9	613	주로 항산성균에 작용하는 것	1072	248	600	610	항병원생물성 의약품	항생물질제제
2018	9	614	주로 그람양성균,리케치아,비루스에 작용하는 것	5870	3060	600	610	항병원생물성 의약품	항생물질제제
2018	9	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4504	681	600	610	항병원생물성 의약품	항생물질제제
2018	9	616	주로 곰팡이,원충에 작용하는 것	19	2236	600	610	항병원생물성 의약품	항생물질제제
2018	9	617	주로 악성종양에 작용하는 것	26	859	600	610	항병원생물성 의약품	항생물질제제
2018	9	618	주로 그람양성,음성균에 작용하는 것	181030	71399	600	610	항병원생물성 의약품	항생물질제제
2018	9	619	기타의 항생물질 제제(복합항생물질제제를 포함)	22200	7882	600	610	항병원생물성 의약품	항생물질제제
2018	9	621	설화제	3522	522	600	620	항병원생물성 의약품	화학료법제
2018	9	622	항결핵제	3384	857	600	620	항병원생물성 의약품	화학료법제
2018	9	623	치나제	13	0	600	620	항병원생물성 의약품	화학료법제
2018	9	629	기타의 화학요법제	31794	64603	600	620	항병원생물성 의약품	화학료법제
2018	9	631	백신류	0	9	600	630	항병원생물성 의약품	생물학적 제제
2018	9	632	독소류 및 톡소이드류	2	106	600	630	항병원생물성 의약품	생물학적 제제
2018	9	633	항독소 및 렙토스피라혈청류	1	120	600	630	항병원생물성 의약품	생물학적 제제
2018	9	634	혈액제제류	5479	18078	600	630	항병원생물성 의약품	생물학적 제제
2018	9	635	생물학적 시험용제제류	0	7	600	630	항병원생물성 의약품	생물학적 제제
2018	9	636	생물학적 제제	0	13	600	630	항병원생물성 의약품	생물학적 제제
2018	9	639	기타의 생물학적 제제	6	3274	600	630	항병원생물성 의약품	생물학적 제제
2018	9	641	항원충제	7913	1500	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2018	9	642	구충제	8	5	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2018	9	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2018	9	713	용해제	723	189	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2018	9	721	X선조영제	2826	28697	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	9	722	일반검사용 시약	10	65	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	9	728	기능검사용 시약	11	148	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	9	729	기타의 진단용약	131	75	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2018	9	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	6	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2018	9	811	아편알카로이드계 제제	3867	1655	800	810	마약	알카로이드 마약(천연)
2018	9	821	합성마약	4747	8850	800	820	마약	비알카로이드계 마약
2018	9	999	해당사항없음	103	126	900	990	자료없음	자료없음
2018	10	111	전신마취제	851	3155	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	10	112	최면진정제	20778	3031	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	10	113	항전간제	67212	18406	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	10	114	해열·진통·소염제	425506	69237	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	10	115	각성제,흥분제	2297	1923	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	10	116	진훈제	2722	99	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	10	117	정신신경용제	207488	43053	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	10	119	기타의 중추신경용약	138666	83191	100	110	신경계 감각기관용 의약품	중추신경계용약
2018	10	121	국소마취제	3795	2110	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	10	122	골격근이완제	54176	7389	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	10	123	자율신경제	19525	2735	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	10	124	진경제	31054	3972	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	10	129	기타의 말초신경용약	0	47	100	120	신경계 감각기관용 의약품	말초신경계용약
2018	10	131	안과용제	77014	45659	100	130	신경계 감각기관용 의약품	감각기관용약
2018	10	132	이비과용제	1361	6403	100	130	신경계 감각기관용 의약품	감각기관용약
2018	10	141	항히스타민제	262918	15047	100	140	신경계 감각기관용 의약품	알레르기용약
2018	10	142	자격요법제(비특이성면역원제제를 포함)	13962	34076	100	140	신경계 감각기관용 의약품	알레르기용약
2018	10	149	기타의 알레르기용약	48370	20509	100	140	신경계 감각기관용 의약품	알레르기용약
2018	10	211	강심제	13382	1344	200	210	개개의 기관계용 의약품	순환계용약
2018	10	212	부정맥용제	23716	2523	200	210	개개의 기관계용 의약품	순환계용약
2018	10	213	이뇨제	29490	1589	200	210	개개의 기관계용 의약품	순환계용약
2018	10	214	혈압강하제	287218	152526	200	210	개개의 기관계용 의약품	순환계용약
2018	10	215	혈관보강제	4932	988	200	210	개개의 기관계용 의약품	순환계용약
2018	10	216	혈관수축제	735	92	200	210	개개의 기관계용 의약품	순환계용약
2018	10	217	혈관확장제	63141	11015	200	210	개개의 기관계용 의약품	순환계용약
2018	10	218	동맥경화용제	235593	162828	200	210	개개의 기관계용 의약품	순환계용약
2018	10	219	기타의 순환계용약	194492	57494	200	210	개개의 기관계용 의약품	순환계용약
2018	10	220	호흡기관용약	75	2582	200	220	개개의 기관계용 의약품	호흡기관용약
2018	10	221	호흡촉진제	88	242	200	220	개개의 기관계용 의약품	호흡기관용약
2018	10	222	진해거담제	462571	37660	200	220	개개의 기관계용 의약품	호흡기관용약
2018	10	223	함소흡입제	446550	3340	200	220	개개의 기관계용 의약품	호흡기관용약
2018	10	229	기타의 호흡기관용약	54475	9750	200	220	개개의 기관계용 의약품	호흡기관용약
2018	10	231	치과구강용약	826	753	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	232	소화성궤양용제	379876	100796	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	233	건위소화제	110	3	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	234	제산제	92370	3694	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	235	최토제,진토제	11108	5598	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	236	이담제	14531	2961	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	237	정장제	34803	3899	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	238	하제,완장제	2286	395	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	239	기타의 소화기관용약	227306	26681	200	230	개개의 기관계용 의약품	소화기관용약
2018	10	241	뇌하수체호르몬제	2663	6362	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	10	243	갑상선,부갑상선호르몬제	39046	3017	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	10	244	단백동화스테로이드제	16	8	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	10	245	부신호르몬제	53418	4999	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	10	246	남성호르몬제	254	118	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	10	247	난포호르몬 및 황체호르몬제	9785	4472	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	10	249	기타의 호르몬제(항호르몬제를 포함)	731	15135	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2018	10	252	자궁수축제	130	86	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	10	255	비뇨생식기관용제(성병예방제 포함)	4367	1564	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	10	256	치질용제	35	97	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	10	259	기타의 비뇨생식기관 및 항문용약	70905	42670	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2018	10	261	외피용살균소독제	0	2	200	260	개개의 기관계용 의약품	외피용약
2018	10	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	10	263	화농성질환용제	34	137	200	260	개개의 기관계용 의약품	외피용약
2018	10	264	진통·진양·수렴·소염제	2815	8235	200	260	개개의 기관계용 의약품	외피용약
2018	10	265	기생성 피부질환용제	626	3073	200	260	개개의 기관계용 의약품	외피용약
2018	10	266	피부연화제(부식제를 포함)	66	252	200	260	개개의 기관계용 의약품	외피용약
2018	10	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2018	10	269	기타의 외피용약	974	3488	200	260	개개의 기관계용 의약품	외피용약
2018	10	311	비타민 A 및 D제	7072	3179	300	310	대사성 의약품	비타민제
2018	10	312	비타민 B₁제	5322	200	300	310	대사성 의약품	비타민제
2018	10	313	비타민 B제(비타민 B₁을 제외)	12313	359	300	310	대사성 의약품	비타민제
2018	10	314	비타민 C 및 P제	222	54	300	310	대사성 의약품	비타민제
2018	10	315	비타민 E 및 K제	82	19	300	310	대사성 의약품	비타민제
2018	10	316	혼합비타민제(비타민 A D 혼합제를 제외)	2310	524	300	310	대사성 의약품	비타민제
2018	10	321	칼슘제	35195	2726	300	320	대사성 의약품	자양강장변질제
2018	10	322	무기질제제	14004	1960	300	320	대사성 의약품	자양강장변질제
2018	10	323	당류제	1739	2200	300	320	대사성 의약품	자양강장변질제
2018	10	325	단백아미노산제제	2664	14382	300	320	대사성 의약품	자양강장변질제
2018	10	326	장기제제	107	89	300	320	대사성 의약품	자양강장변질제
2018	10	329	기타의 자양강장변질제	44	605	300	320	대사성 의약품	자양강장변질제
2018	10	331	혈액대용제	15075	15697	300	330	대사성 의약품	혈액 및 체액용약
2018	10	332	지혈제	1343	3489	300	330	대사성 의약품	혈액 및 체액용약
2018	10	333	혈액응고저지제	11839	15340	300	330	대사성 의약품	혈액 및 체액용약
2018	10	339	기타의 혈액 및 체액용약	56604	39652	300	330	대사성 의약품	혈액 및 체액용약
2018	10	341	인공신장관류용제	22650	12296	300	340	대사성 의약품	인공관류용제
2018	10	349	기타의 인공관류용제	894	10082	300	340	대사성 의약품	인공관류용제
2018	10	391	간장질환용제	55345	24614	300	390	대사성 의약품	기타의 대사성 의약품
2018	10	392	해독제	5353	5923	300	390	대사성 의약품	기타의 대사성 의약품
2018	10	394	통풍치료제	14124	2045	300	390	대사성 의약품	기타의 대사성 의약품
2018	10	395	효소제제	80637	14246	300	390	대사성 의약품	기타의 대사성 의약품
2018	10	396	당뇨병용제	225147	88533	300	390	대사성 의약품	기타의 대사성 의약품
2018	10	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2018	10	399	따로 분류되지 않는 대사성 의약품	60450	51743	300	390	대사성 의약품	기타의 대사성 의약품
2018	10	421	항악성종양제	10887	146362	400	420	조직세포의 기능용 의약품	종양용약
2018	10	429	기타의 종양치료제	289	1013	400	420	조직세포의 기능용 의약품	종양용약
