년도	월	약효분류코드	약효분류명	수량	사용금액	대분류코드	중분류코드	대분류	중분류
2019	2	256	치질용제	34	94	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	2	259	기타의 비뇨생식기관 및 항문용약	68617	41609	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	2	261	외피용살균소독제	0	4	200	260	개개의 기관계용 의약품	외피용약
2019	2	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	2	263	화농성질환용제	29	114	200	260	개개의 기관계용 의약품	외피용약
2019	2	264	진통·진양·수렴·소염제	2398	7108	200	260	개개의 기관계용 의약품	외피용약
2019	2	265	기생성 피부질환용제	526	2547	200	260	개개의 기관계용 의약품	외피용약
2019	2	266	피부연화제(부식제를 포함)	53	187	200	260	개개의 기관계용 의약품	외피용약
2019	2	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	2	269	기타의 외피용약	873	3224	200	260	개개의 기관계용 의약품	외피용약
2019	2	311	비타민 A 및 D제	7116	3062	300	310	대사성 의약품	비타민제
2019	2	312	비타민 B₁제	5575	195	300	310	대사성 의약품	비타민제
2019	2	313	비타민 B제(비타민 B₁을 제외)	11604	339	300	310	대사성 의약품	비타민제
2019	2	314	비타민 C 및 P제	237	59	300	310	대사성 의약품	비타민제
2019	2	315	비타민 E 및 K제	69	16	300	310	대사성 의약품	비타민제
2019	2	316	혼합비타민제(비타민 A D 혼합제를 제외)	2337	457	300	310	대사성 의약품	비타민제
2019	2	321	칼슘제	34912	2697	300	320	대사성 의약품	자양강장변질제
2019	2	322	무기질제제	14101	1894	300	320	대사성 의약품	자양강장변질제
2019	2	323	당류제	1556	1970	300	320	대사성 의약품	자양강장변질제
2019	2	325	단백아미노산제제	2051	13072	300	320	대사성 의약품	자양강장변질제
2019	2	326	장기제제	85	69	300	320	대사성 의약품	자양강장변질제
2019	2	329	기타의 자양강장변질제	36	473	300	320	대사성 의약품	자양강장변질제
2019	2	331	혈액대용제	13884	14661	300	330	대사성 의약품	혈액 및 체액용약
2019	2	332	지혈제	1187	1794	300	330	대사성 의약품	혈액 및 체액용약
2019	2	333	혈액응고저지제	12565	16840	300	330	대사성 의약품	혈액 및 체액용약
2019	2	339	기타의 혈액 및 체액용약	55810	39380	300	330	대사성 의약품	혈액 및 체액용약
2019	2	341	인공신장관류용제	18218	11660	300	340	대사성 의약품	인공관류용제
2019	2	349	기타의 인공관류용제	867	8954	300	340	대사성 의약품	인공관류용제
2019	2	391	간장질환용제	57802	24975	300	390	대사성 의약품	기타의 대사성 의약품
2019	2	392	해독제	5810	5408	300	390	대사성 의약품	기타의 대사성 의약품
2019	2	394	통풍치료제	13668	2078	300	390	대사성 의약품	기타의 대사성 의약품
2019	2	395	효소제제	32356	10301	300	390	대사성 의약품	기타의 대사성 의약품
2019	2	396	당뇨병용제	229701	91876	300	390	대사성 의약품	기타의 대사성 의약품
2019	2	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2019	2	399	따로 분류되지 않는 대사성 의약품	55023	48412	300	390	대사성 의약품	기타의 대사성 의약품
2019	2	421	항악성종양제	10166	146324	400	420	조직세포의 기능용 의약품	종양용약
2019	2	429	기타의 종양치료제	242	840	400	420	조직세포의 기능용 의약품	종양용약
2019	2	431	방사성 의약품	1020	7457	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	2	439	기타의 조직세포의 치료 및 진단	70	25584	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	2	490	기타의 조직세포의 기능용의약품	626	553	400	490	조직세포의 기능용 의약품	자료없음
2019	2	611	주로 그람양성균에 작용하는 것	607	3126	600	610	항병원생물성 의약품	항생물질제제
2019	2	612	주로 그람음성균에 작용하는 것	645	1466	600	610	항병원생물성 의약품	항생물질제제
2019	2	613	주로 항산성균에 작용하는 것	955	247	600	610	항병원생물성 의약품	항생물질제제
2019	2	614	주로 그람양성균,리케치아,비루스에 작용하는 것	6053	3400	600	610	항병원생물성 의약품	항생물질제제
2019	2	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4579	663	600	610	항병원생물성 의약품	항생물질제제
2019	2	616	주로 곰팡이,원충에 작용하는 것	15	1801	600	610	항병원생물성 의약품	항생물질제제
2019	2	617	주로 악성종양에 작용하는 것	26	816	600	610	항병원생물성 의약품	항생물질제제
2019	2	618	주로 그람양성,음성균에 작용하는 것	147071	68660	600	610	항병원생물성 의약품	항생물질제제
2019	2	619	기타의 항생물질 제제(복합항생물질제제를 포함)	18884	8172	600	610	항병원생물성 의약품	항생물질제제
2019	2	621	설화제	3707	513	600	620	항병원생물성 의약품	화학료법제
2019	2	622	항결핵제	2974	970	600	620	항병원생물성 의약품	화학료법제
2019	2	623	치나제	11	1	600	620	항병원생물성 의약품	화학료법제
2019	2	629	기타의 화학요법제	27986	58182	600	620	항병원생물성 의약품	화학료법제
2019	2	631	백신류	0	11	600	630	항병원생물성 의약품	생물학적 제제
2019	2	632	독소류 및 톡소이드류	1	200	600	630	항병원생물성 의약품	생물학적 제제
2019	2	633	항독소 및 렙토스피라혈청류	0	0	600	630	항병원생물성 의약품	생물학적 제제
2019	2	634	혈액제제류	5609	18715	600	630	항병원생물성 의약품	생물학적 제제
2019	2	635	생물학적 시험용제제류	0	6	600	630	항병원생물성 의약품	생물학적 제제
2019	2	636	생물학적 제제	0	10	600	630	항병원생물성 의약품	생물학적 제제
2019	2	639	기타의 생물학적 제제	6	3378	600	630	항병원생물성 의약품	생물학적 제제
2019	2	641	항원충제	8021	1461	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	2	642	구충제	17	11	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	2	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	2	713	용해제	676	192	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	2	721	X선조영제	2785	31373	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	2	722	일반검사용 시약	10	62	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	2	728	기능검사용 시약	13	178	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	2	729	기타의 진단용약	44	73	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	2	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	3	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2019	2	811	아편알카로이드계 제제	3964	1415	800	810	마약	알카로이드 마약(천연)
2019	2	821	합성마약	5124	9739	800	820	마약	비알카로이드계 마약
2019	2	999	해당사항없음	307	961	900	990	자료없음	자료없음
2019	3	111	전신마취제	828	3233	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	3	112	최면진정제	23219	3252	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	3	113	항전간제	72344	19075	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	3	114	해열·진통·소염제	329783	61323	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	3	115	각성제,흥분제	2381	2035	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	3	116	진훈제	2987	113	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	3	117	정신신경용제	236576	49209	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	3	119	기타의 중추신경용약	157815	94636	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	3	121	국소마취제	3609	1991	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	3	122	골격근이완제	52739	7115	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	3	123	자율신경제	19501	2806	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	3	124	진경제	25188	3260	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	3	129	기타의 말초신경용약	1	143	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	3	131	안과용제	92878	54042	100	130	신경계 감각기관용 의약품	감각기관용약
2019	3	132	이비과용제	1099	4179	100	130	신경계 감각기관용 의약품	감각기관용약
2019	3	141	항히스타민제	118854	9918	100	140	신경계 감각기관용 의약품	알레르기용약
2019	3	142	자격요법제(비특이성면역원제제를 포함)	14464	39547	100	140	신경계 감각기관용 의약품	알레르기용약
2019	3	149	기타의 알레르기용약	38402	15649	100	140	신경계 감각기관용 의약품	알레르기용약
2019	3	211	강심제	13992	1392	200	210	개개의 기관계용 의약품	순환계용약
2019	3	212	부정맥용제	25292	2940	200	210	개개의 기관계용 의약품	순환계용약
2019	3	213	이뇨제	29405	1663	200	210	개개의 기관계용 의약품	순환계용약
2019	3	214	혈압강하제	289762	156102	200	210	개개의 기관계용 의약품	순환계용약
2019	3	215	혈관보강제	5484	1137	200	210	개개의 기관계용 의약품	순환계용약
2019	3	216	혈관수축제	864	107	200	210	개개의 기관계용 의약품	순환계용약
2019	3	217	혈관확장제	61438	10707	200	210	개개의 기관계용 의약품	순환계용약
2019	3	218	동맥경화용제	252285	176585	200	210	개개의 기관계용 의약품	순환계용약
2019	3	219	기타의 순환계용약	181014	56427	200	210	개개의 기관계용 의약품	순환계용약
2019	3	220	호흡기관용약	84	2880	200	220	개개의 기관계용 의약품	호흡기관용약
2019	3	221	호흡촉진제	65	186	200	220	개개의 기관계용 의약품	호흡기관용약
2019	3	222	진해거담제	236275	26211	200	220	개개의 기관계용 의약품	호흡기관용약
2019	3	223	함소흡입제	494660	3884	200	220	개개의 기관계용 의약품	호흡기관용약
2019	3	229	기타의 호흡기관용약	27118	9643	200	220	개개의 기관계용 의약품	호흡기관용약
2019	3	231	치과구강용약	770	499	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	232	소화성궤양용제	328535	91565	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	233	건위소화제	163	6	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	234	제산제	95233	3653	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	235	최토제,진토제	10543	6173	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	236	이담제	15494	3224	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	237	정장제	18814	2369	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	238	하제,완장제	2348	423	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	239	기타의 소화기관용약	203064	25588	200	230	개개의 기관계용 의약품	소화기관용약
2019	3	241	뇌하수체호르몬제	2780	7423	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	3	243	갑상선,부갑상선호르몬제	36817	2790	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	3	244	단백동화스테로이드제	14	8	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	3	245	부신호르몬제	41755	4110	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	3	246	남성호르몬제	230	106	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	3	247	난포호르몬 및 황체호르몬제	9521	4126	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	3	249	기타의 호르몬제(항호르몬제를 포함)	727	14349	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	3	252	자궁수축제	60	79	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	3	255	비뇨생식기관용제(성병예방제 포함)	3709	1309	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	3	256	치질용제	32	88	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	3	259	기타의 비뇨생식기관 및 항문용약	71936	43353	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	3	261	외피용살균소독제	1	4	200	260	개개의 기관계용 의약품	외피용약
2019	3	262	창상보호제	1	0	200	260	개개의 기관계용 의약품	외피용약
2019	3	263	화농성질환용제	33	127	200	260	개개의 기관계용 의약품	외피용약
2019	3	264	진통·진양·수렴·소염제	2593	7756	200	260	개개의 기관계용 의약품	외피용약
2019	3	265	기생성 피부질환용제	534	2674	200	260	개개의 기관계용 의약품	외피용약
2019	3	266	피부연화제(부식제를 포함)	58	200	200	260	개개의 기관계용 의약품	외피용약
2019	3	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	3	269	기타의 외피용약	910	3398	200	260	개개의 기관계용 의약품	외피용약
2019	3	311	비타민 A 및 D제	7562	3353	300	310	대사성 의약품	비타민제
2019	3	312	비타민 B₁제	5808	202	300	310	대사성 의약품	비타민제
2019	3	313	비타민 B제(비타민 B₁을 제외)	12134	353	300	310	대사성 의약품	비타민제
2019	3	314	비타민 C 및 P제	239	59	300	310	대사성 의약품	비타민제
2019	3	315	비타민 E 및 K제	73	17	300	310	대사성 의약품	비타민제
2019	3	316	혼합비타민제(비타민 A D 혼합제를 제외)	2525	501	300	310	대사성 의약품	비타민제
2019	3	321	칼슘제	36453	2812	300	320	대사성 의약품	자양강장변질제
2019	3	322	무기질제제	14469	2052	300	320	대사성 의약품	자양강장변질제
2019	3	323	당류제	1649	2076	300	320	대사성 의약품	자양강장변질제
2019	3	325	단백아미노산제제	2300	14877	300	320	대사성 의약품	자양강장변질제
2019	3	326	장기제제	91	73	300	320	대사성 의약품	자양강장변질제
2019	3	329	기타의 자양강장변질제	41	543	300	320	대사성 의약품	자양강장변질제
2019	3	331	혈액대용제	14166	14838	300	330	대사성 의약품	혈액 및 체액용약
2019	3	332	지혈제	1212	2474	300	330	대사성 의약품	혈액 및 체액용약
2019	3	333	혈액응고저지제	13737	18276	300	330	대사성 의약품	혈액 및 체액용약
2019	3	339	기타의 혈액 및 체액용약	56215	41174	300	330	대사성 의약품	혈액 및 체액용약
2019	3	341	인공신장관류용제	19512	12505	300	340	대사성 의약품	인공관류용제
2019	3	349	기타의 인공관류용제	947	9806	300	340	대사성 의약품	인공관류용제
2019	3	391	간장질환용제	58302	25292	300	390	대사성 의약품	기타의 대사성 의약품
2019	3	392	해독제	6083	5801	300	390	대사성 의약품	기타의 대사성 의약품
2019	3	394	통풍치료제	14533	2203	300	390	대사성 의약품	기타의 대사성 의약품
2019	3	395	효소제제	27923	10391	300	390	대사성 의약품	기타의 대사성 의약품
2019	3	396	당뇨병용제	232215	93902	300	390	대사성 의약품	기타의 대사성 의약품
2019	3	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2019	3	399	따로 분류되지 않는 대사성 의약품	58294	50563	300	390	대사성 의약품	기타의 대사성 의약품
2019	3	421	항악성종양제	11020	163963	400	420	조직세포의 기능용 의약품	종양용약
2019	3	429	기타의 종양치료제	274	950	400	420	조직세포의 기능용 의약품	종양용약
2019	3	431	방사성 의약품	1007	7522	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	3	439	기타의 조직세포의 치료 및 진단	75	27328	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	3	490	기타의 조직세포의 기능용의약품	603	537	400	490	조직세포의 기능용 의약품	자료없음
2019	3	611	주로 그람양성균에 작용하는 것	588	3660	600	610	항병원생물성 의약품	항생물질제제
2019	3	612	주로 그람음성균에 작용하는 것	640	1553	600	610	항병원생물성 의약품	항생물질제제
2019	3	613	주로 항산성균에 작용하는 것	960	246	600	610	항병원생물성 의약품	항생물질제제
2019	3	614	주로 그람양성균,리케치아,비루스에 작용하는 것	4666	2734	600	610	항병원생물성 의약품	항생물질제제
2019	3	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4609	679	600	610	항병원생물성 의약품	항생물질제제
2019	3	616	주로 곰팡이,원충에 작용하는 것	17	2068	600	610	항병원생물성 의약품	항생물질제제
2019	3	617	주로 악성종양에 작용하는 것	29	917	600	610	항병원생물성 의약품	항생물질제제
2019	3	618	주로 그람양성,음성균에 작용하는 것	100632	60952	600	610	항병원생물성 의약품	항생물질제제
2019	3	619	기타의 항생물질 제제(복합항생물질제제를 포함)	11432	5612	600	610	항병원생물성 의약품	항생물질제제
2019	3	621	설화제	3823	549	600	620	항병원생물성 의약품	화학료법제
2019	3	622	항결핵제	2950	839	600	620	항병원생물성 의약품	화학료법제
2019	3	623	치나제	12	1	600	620	항병원생물성 의약품	화학료법제
2019	3	629	기타의 화학요법제	26296	58794	600	620	항병원생물성 의약품	화학료법제
2019	3	631	백신류	0	7	600	630	항병원생물성 의약품	생물학적 제제
2019	3	632	독소류 및 톡소이드류	1	202	600	630	항병원생물성 의약품	생물학적 제제
2019	3	633	항독소 및 렙토스피라혈청류	0	8	600	630	항병원생물성 의약품	생물학적 제제
2019	3	634	혈액제제류	5933	20640	600	630	항병원생물성 의약품	생물학적 제제
2019	3	635	생물학적 시험용제제류	0	6	600	630	항병원생물성 의약품	생물학적 제제
2019	3	636	생물학적 제제	0	7	600	630	항병원생물성 의약품	생물학적 제제
2019	3	639	기타의 생물학적 제제	7	3716	600	630	항병원생물성 의약품	생물학적 제제
2019	3	641	항원충제	8025	1519	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	3	642	구충제	11	7	600	640	항병원생물성 의약품	기생동물에 대한 의약품
2019	3	712	연고기제	0	0	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	3	713	용해제	716	207	700	710	치료를 주목적으로 하지 않는 의약품 및 관련제품	조제용약
2019	3	721	X선조영제	2824	30403	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	3	722	일반검사용 시약	10	64	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	3	728	기능검사용 시약	15	198	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	3	729	기타의 진단용약	40	69	700	720	치료를 주목적으로 하지 않는 의약품 및 관련제품	진단용약
2019	3	799	따로 분류되지 않고 치료를 주목적으로 하지 않는 의약품	0	6	700	790	치료를 주목적으로 하지 않는 의약품 및 관련제품	기타의 치료를 주목적으로 하지않는 의약품
2019	3	811	아편알카로이드계 제제	3897	1517	800	810	마약	알카로이드 마약(천연)
2019	3	821	합성마약	5561	10771	800	820	마약	비알카로이드계 마약
2019	3	999	해당사항없음	377	8846	900	990	자료없음	자료없음
2019	4	111	전신마취제	792	2966	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	4	112	최면진정제	22598	3162	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	4	113	항전간제	71494	18948	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	4	114	해열·진통·소염제	321858	62054	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	4	115	각성제,흥분제	2415	2112	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	4	116	진훈제	3170	120	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	4	117	정신신경용제	234950	48862	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	4	119	기타의 중추신경용약	156879	94059	100	110	신경계 감각기관용 의약품	중추신경계용약
2019	4	121	국소마취제	3719	2058	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	4	122	골격근이완제	55114	7361	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	4	123	자율신경제	19147	2759	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	4	124	진경제	24648	3189	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	4	129	기타의 말초신경용약	1	104	100	120	신경계 감각기관용 의약품	말초신경계용약
2019	4	131	안과용제	99894	58165	100	130	신경계 감각기관용 의약품	감각기관용약
2019	4	132	이비과용제	1156	4272	100	130	신경계 감각기관용 의약품	감각기관용약
2019	4	141	항히스타민제	109420	9417	100	140	신경계 감각기관용 의약품	알레르기용약
2019	4	142	자격요법제(비특이성면역원제제를 포함)	14738	39849	100	140	신경계 감각기관용 의약품	알레르기용약
2019	4	149	기타의 알레르기용약	37298	15102	100	140	신경계 감각기관용 의약품	알레르기용약
2019	4	211	강심제	13559	1372	200	210	개개의 기관계용 의약품	순환계용약
2019	4	212	부정맥용제	25332	2870	200	210	개개의 기관계용 의약품	순환계용약
2019	4	213	이뇨제	29069	1643	200	210	개개의 기관계용 의약품	순환계용약
2019	4	214	혈압강하제	284509	153472	200	210	개개의 기관계용 의약품	순환계용약
2019	4	215	혈관보강제	5593	1159	200	210	개개의 기관계용 의약품	순환계용약
2019	4	216	혈관수축제	875	107	200	210	개개의 기관계용 의약품	순환계용약
2019	4	217	혈관확장제	60956	10641	200	210	개개의 기관계용 의약품	순환계용약
2019	4	218	동맥경화용제	251514	176328	200	210	개개의 기관계용 의약품	순환계용약
2019	4	219	기타의 순환계용약	182011	56783	200	210	개개의 기관계용 의약품	순환계용약
2019	4	220	호흡기관용약	82	2853	200	220	개개의 기관계용 의약품	호흡기관용약
2019	4	221	호흡촉진제	68	196	200	220	개개의 기관계용 의약품	호흡기관용약
2019	4	222	진해거담제	182860	21024	200	220	개개의 기관계용 의약품	호흡기관용약
2019	4	223	함소흡입제	442948	3746	200	220	개개의 기관계용 의약품	호흡기관용약
2019	4	229	기타의 호흡기관용약	21994	8831	200	220	개개의 기관계용 의약품	호흡기관용약
2019	4	231	치과구강용약	708	455	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	232	소화성궤양용제	323294	91542	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	233	건위소화제	162	6	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	234	제산제	92984	3564	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	235	최토제,진토제	10488	5921	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	236	이담제	15658	3261	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	237	정장제	18217	2280	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	238	하제,완장제	2305	415	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	239	기타의 소화기관용약	201711	25616	200	230	개개의 기관계용 의약품	소화기관용약
2019	4	241	뇌하수체호르몬제	2774	8094	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	4	243	갑상선,부갑상선호르몬제	38034	2700	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	4	244	단백동화스테로이드제	16	11	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	4	245	부신호르몬제	41377	4048	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	4	246	남성호르몬제	254	118	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	4	247	난포호르몬 및 황체호르몬제	9467	4237	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	4	249	기타의 호르몬제(항호르몬제를 포함)	725	14675	200	240	개개의 기관계용 의약품	호르몬제(항호르몬제를 포함)
2019	4	252	자궁수축제	57	72	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	4	255	비뇨생식기관용제(성병예방제 포함)	3745	1329	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	4	256	치질용제	32	90	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	4	259	기타의 비뇨생식기관 및 항문용약	71552	43263	200	250	개개의 기관계용 의약품	비뇨생식기관 및 항문용약
2019	4	261	외피용살균소독제	0	4	200	260	개개의 기관계용 의약품	외피용약
2019	4	262	창상보호제	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	4	263	화농성질환용제	33	145	200	260	개개의 기관계용 의약품	외피용약
2019	4	264	진통·진양·수렴·소염제	2700	8102	200	260	개개의 기관계용 의약품	외피용약
2019	4	265	기생성 피부질환용제	561	2823	200	260	개개의 기관계용 의약품	외피용약
2019	4	266	피부연화제(부식제를 포함)	62	197	200	260	개개의 기관계용 의약품	외피용약
2019	4	267	모발용제(발모,탈모,염모,양모제)	0	0	200	260	개개의 기관계용 의약품	외피용약
2019	4	269	기타의 외피용약	932	3485	200	260	개개의 기관계용 의약품	외피용약
2019	4	311	비타민 A 및 D제	7722	3332	300	310	대사성 의약품	비타민제
2019	4	312	비타민 B₁제	5588	196	300	310	대사성 의약품	비타민제
2019	4	313	비타민 B제(비타민 B₁을 제외)	12394	364	300	310	대사성 의약품	비타민제
2019	4	314	비타민 C 및 P제	225	54	300	310	대사성 의약품	비타민제
2019	4	315	비타민 E 및 K제	68	16	300	310	대사성 의약품	비타민제
2019	4	316	혼합비타민제(비타민 A D 혼합제를 제외)	2502	473	300	310	대사성 의약품	비타민제
2019	4	321	칼슘제	38144	2942	300	320	대사성 의약품	자양강장변질제
2019	4	322	무기질제제	14611	2011	300	320	대사성 의약품	자양강장변질제
2019	4	323	당류제	1555	1954	300	320	대사성 의약품	자양강장변질제
2019	4	325	단백아미노산제제	2264	13730	300	320	대사성 의약품	자양강장변질제
2019	4	326	장기제제	95	76	300	320	대사성 의약품	자양강장변질제
2019	4	329	기타의 자양강장변질제	37	473	300	320	대사성 의약품	자양강장변질제
2019	4	331	혈액대용제	13389	14078	300	330	대사성 의약품	혈액 및 체액용약
2019	4	332	지혈제	1158	2040	300	330	대사성 의약품	혈액 및 체액용약
2019	4	333	혈액응고저지제	13767	18474	300	330	대사성 의약품	혈액 및 체액용약
2019	4	339	기타의 혈액 및 체액용약	55062	40424	300	330	대사성 의약품	혈액 및 체액용약
2019	4	341	인공신장관류용제	19407	12335	300	340	대사성 의약품	인공관류용제
2019	4	349	기타의 인공관류용제	903	9407	300	340	대사성 의약품	인공관류용제
2019	4	391	간장질환용제	58532	25696	300	390	대사성 의약품	기타의 대사성 의약품
2019	4	392	해독제	5990	5783	300	390	대사성 의약품	기타의 대사성 의약품
2019	4	394	통풍치료제	14340	2177	300	390	대사성 의약품	기타의 대사성 의약품
2019	4	395	효소제제	25785	10713	300	390	대사성 의약품	기타의 대사성 의약품
2019	4	396	당뇨병용제	226796	91982	300	390	대사성 의약품	기타의 대사성 의약품
2019	4	398	종합대사성제제	0	0	300	390	대사성 의약품	기타의 대사성 의약품
2019	4	399	따로 분류되지 않는 대사성 의약품	58268	55381	300	390	대사성 의약품	기타의 대사성 의약품
2019	4	421	항악성종양제	11146	163647	400	420	조직세포의 기능용 의약품	종양용약
2019	4	429	기타의 종양치료제	279	960	400	420	조직세포의 기능용 의약품	종양용약
2019	4	431	방사성 의약품	992	7220	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	4	439	기타의 조직세포의 치료 및 진단	77	28282	400	430	조직세포의 기능용 의약품	조직세포의 치료 및 진단 목적
2019	4	490	기타의 조직세포의 기능용의약품	618	551	400	490	조직세포의 기능용 의약품	자료없음
2019	4	611	주로 그람양성균에 작용하는 것	519	3129	600	610	항병원생물성 의약품	항생물질제제
2019	4	612	주로 그람음성균에 작용하는 것	606	1386	600	610	항병원생물성 의약품	항생물질제제
2019	4	613	주로 항산성균에 작용하는 것	906	238	600	610	항병원생물성 의약품	항생물질제제
2019	4	614	주로 그람양성균,리케치아,비루스에 작용하는 것	3939	2346	600	610	항병원생물성 의약품	항생물질제제
2019	4	615	주로 그람양성,음성균,리케치아,비루스에 작용하는 것	4707	695	600	610	항병원생물성 의약품	항생물질제제
2019	4	616	주로 곰팡이,원충에 작용하는 것	15	1739	600	610	항병원생물성 의약품	항생물질제제
2019	4	617	주로 악성종양에 작용하는 것	27	867	600	610	항병원생물성 의약품	항생물질제제
2019	4	618	주로 그람양성,음성균에 작용하는 것	88473	55195	600	610	항병원생물성 의약품	항생물질제제
2019	4	619	기타의 항생물질 제제(복합항생물질제제를 포함)	8946	4488	600	610	항병원생물성 의약품	항생물질제제
2019	4	621	설화제	3750	529	600	620	항병원생물성 의약품	화학료법제
2019	4	622	항결핵제	2802	815	600	620	항병원생물성 의약품	화학료법제
